Folder,File,Source,Description,Frequency,Start,Skip,Subject,Format
data,goals.dat,"Brockwell and Davis (1996, p. 306)","Goals scored by England against Scotland at Hampden Park, Glasgow. 1872 � 1987. Irregularly spaced.�",,1,0,Sport,Column
data,oshorts.dat,"Brockwell and Davis (1996, p. 96)","57 consecutive daily overshorts from an underground gasoline tank at a filling station in Colorado. If y(t) is the measured amount of fuel inthe tank at time t and a(t) is the measured amount sold minus the amount delivered during the course of day t, then the overshort at the end of day t is defined as y(t) � y(t-1) + a(t)",,1,1,Industry,Row
data,ca506.dat,"C. W. Ferguson, Edmund Schulman, H. C. Fritts","Tree: WHITE MOUNTAINS MASTER CHRONOLOGY                   PILO            604
Location: CALIFORNIA   BRISTLECONE PINE        03724-11810
Author: C. W. FERGUSON, EDMUND SCHULMAN, H. C. FRITTS
Years: 2859-1963 (-8000)",1,-5141,0,Tree-rings,Row
data,sp500.dat,Chatfield (2000),"The value of SP500, June 06, 1960 to June 06, 2000. Chris Chatfield (2000).",,1,0,Finance,Row
data,males.web.txt,Chris Chatfield (2000),"UK male 25-49 unemployment data. Col(1), No. of males, aged 18-24, who have been unemployed for 6-12 months. Col(2), No. of males, aged 25-49, who have been unemployed for less than 6 months. ILO unemployment in UK from April 1992 to February 2000",12,1992.25,13,Labour market,Column
data,Unemploy.txt,Chris Chatfield (2000),US quarterly unemployment rate 1968_1982,4,1968,3,Labour market,Row
data,mlco2.dat,"Climatology database, Oak Ridge National Laboratory","Monthly measurements of carbon dioxide above Mauna Loa, Hawaii. Jan 1959 � Dec 1990. Units: parts per million (ppm). Missing values have been filled in by linear interpolation. The data were collected by Scripps Institute of Oceanography, La Jolla, California",12,1959,0,Meteorology,Row
data,cryer1.dat,Cryer (1986),"U. S. quarterly unemployment rates (seasonally adjusted), first quarter 1978 through first quarter 1978, n=121",4,1978,3,Labour market,Row
data,cryer2.dat,Cryer (1986),"Average monthly temperatures in Dubuque, Iowa, January 1964 through december 1975, n=144",12,1964,3,Meteorology,Row
data,cryer3.dat,Cryer (1986),"Monthly railroad bond yields (% x 100), January1968 through June 1976, n=102",12,1968,3,Finance,Row
data,cryer4.dat,Cryer (1986),"Portland, Oregon monthly average gasoline price (cents/gal), January 1973 through June 1982, n=114",12,1973,3,Microeconomic,Row
data,cryer5.dat,Cryer (1986),"Iowa non-farm income per capita first quarter 1948 through third quarter 1975, n=111",4,1948,3,Macroeconomic,Row
data,cryer6.dat,Cryer (1986),"Monthly U.S air passenger miles January 1960 through December 1977, n=216",12,1960,3,Transport and tourism,Row
data,cryer7.dat,Cryer (1986),"Portland Oregon average monthly bus ridership (/100) January 1973 through June 1982, n=114",12,1960,3,Transport and tourism,Row
data,cryer8.dat,Cryer (1986),"Weekday bus ridership, Iowa city, Iowa (monthly averages) September, 1971 through December, 1982, n=148",12,1971.67,3,Transport and tourism,Row
data,milk.dat,Cryer (1986),Monthly milk production: pounds per cow. Jan 62 � Dec 75,12,1962,0,Agriculture,Row
data,milkadj.dat,Cryer (1986),"Monthly milk production: pounds per cow. Jan 62 � Dec 75, adjusted for month length",12,1962,0,Agriculture,Row
data,kobe.dat,"Data management centre, Washington University.","Seismograph (vertical acceleration, nm/sq.sec) of the Kobe earthquake, recorded at Tasmania University, Hobart, Australia on 16 January 1995 beginning at 20:56:51 (GMT) and continuing for 51 minutes at 1 second intervals",,1,0,Physics,Row
data,FVD1.dat,Datastream,"Stock market data from �Non-Linear Time Series Models in Empirical Finance� (Franses and Van Dijk, 2000). Eight daily indices of stock markets in Amsterdam (EOE), Frankfurt (DAX), Hong Kong (Hang Seng), London (FTSE100), New York (S&P 500), Paris (CAC40), Singapore (Singapore All Shares) and Tokyo (Nikkei). January 6, 1986 until December 31, 1997. Comma-delimited file. Original",,1,1,Finance,Column
blowfly,blowfly.dat,David Brillinger,Bi-daily blowfly population in glass jar. Collected by A.J. Nicholson in the 1950s,,1,0,Ecology,Column
data,pablo1.dat,David Meko (1995),"Time series matrix with year in col 1, 1662-1986 These are six tree-ring sites",1,1662,0,Tree-rings,Column
data,diggle3.dat,"Diggle, P. J. (1990)","U.K. deaths from bronchitis, emphysema and asthma",12,1974,5,Health,Row
data,az510.dat,"Donald A. Graybill, Aug 1984","Tree: San Francisco Peaks Piar, Arizona. Rocky Mountain B C Pine 3530-11140",1,548,0,Tree-rings,Row
data,nv514.dat,Donald A. Graybill: 11 Sep 1986,"Tree: Spruce Mountain, Nevada. Gt Basin B C Pine 3110m 4033-11449",1,302,0,Tree-rings,Row
data,ca535.dat,Donald A. Graybill: 1980,"Tree: METHUSELAH WALK                                     PILO
Location: CALIFORNIA   GT BASIN B C PINE 2805M  3726-11810
Author: DONALD A. GRAYBILL                                                1980
Years: -6000 - 1979",1,-6000,0,Tree-rings,Row
data,nv515.dat,Donald A. Graybill: 1981,"Tree: Indian Garden, Nevada. Gt Basin B C Pine 2900m 3905 11526",1,-2370,0,Tree-rings,Row
data,co524.dat,Donald A. Graybill: 22 Jul 1984,"Tree: ALMAGRE MOUNTAIN                                    PIAR
Location: COLORADO     RKY MTN B C PINE  3536M  3846-10459
Author: DONALD A. GRAYBILL   22JUL1984
Years: 560-1983",1,560,0,Tree-rings,Row
data,co522.dat,Donald A. Graybill: 25 Jul 1984,"Tree: MT GOLIATH           PIAR
Location: COLORADO     RKY MTN B C PINE  3535M  3938-10535
Years: 525-1983
Author: DONALD A. GRAYBILL      25JUL1984",1,525,0,Tree-rings,Row
data,ca531.dat,Donald A. Graybill: 3 Oct 1987," Tree: ONION VALLEY                         PIBA
 Location: CALIFORNIA   FOXTAIL PINE      2865M  3646-11821
 Author: DONALD A. GRAYBILL                 03OCT1987
 Years: 1027-1987",1,1027,0,Tree-rings,Row
data,ut508.dat,Donald A. Graybill: Jun 1986,"Tree: Wild horse ridge, Utah. Gt Basin B C Pine 2805m 3925-11104.",1,286,0,Tree-rings,Row
data,ut509.dat,Donald A. Graybill: Jun 1990,"Tree: Mammoth Creek, Utah. Gt Basin B C Pine 2590m 3739-11240.",1,0,0,Tree-rings,Row
data,ca507.dat,Edmund Schulman,"Tree: WHITE MTNS     PILO
Location: CALIFORNIA   BRISTLECONE PINE  3113M 03724-11810
Author: EDMUND SCHULMAN
Years: 0800- 1954",1,800,0,Tree-rings,Row
data,eisinga.dat,"Eisinga, R. and Franses, P.H. and Ooms, M. (1999) `Forecasting long memory right-left political orientations�,International Journal of Forecasting, 15, 185-199. Columns: (1) week and year (2) year and week as four digit code (3)-(8) means on scale of 1-7 for (groups of parties); (9) trend; (10)-(15) number of respondents per party.",Dutch weekly survey on left-right political orientation (1978-1996),52,1978,0,Miscellaneous,Column
data,fran009.dat,F. Serre,"Tree: Les Merveilles, France. Lade (Larix) 2165m 4402 00727",1,1187,0,Tree-rings,Row
data,fran010.dat,F. Serre,"Tree: Les Merveilles, France. Lade (Larix) 2150m 4402 00727",1,988,0,Tree-rings,Row
data,FVD2.dat,Federal Reserve Bank of New York,"Foreign currency exchange rate data from �Non-Linear Time Series Model in Empirical Finance� (Franses and Van Dijk, 2000). The exchange rates are the Australian dollar, British pound, Canadian dollar, German deutschmark, Dutch guilder, French France, Japanese yen and the Swiss franc, all expressed as number of units of the foreign currency per US dollar. Daily data: December 31, 1979 until December 31, 1998. Comma-delimited file",,1,1,Finance,Column
data,immig.dat,"From Kendall & Ord (1990), p.13",Annual immigration into the United States: thousands. 1820 � 1962,1,1820,0,Demography,Row
data,schizo.dat,Glass (1975),"Daily observations of the score achieved by a schizophrenic patient on a test of perceptual speed. From the 61st day, the patient began receiving a powerful tranquilizer (chlorpromazine) that could be expected to reduce perceptual speed",,1,0,Health,Row
data,ukdeaths.dat,"Harvey, 1989, p.519ff",Number of deaths and serious injuries in UK road accidents each month. Jan 1969 � Dec 1984. Seatbelt law introduced in Feb 1983 (indicator in second column),12,1969,0,Transport and tourism,Column
annual,amazon.dat,Hipel and McLeod (1994),"High and low water levels of the Amazon at Iquitos, 1962 � 1978",1,1962,6,Hydrology,Row
noakes,american.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, American River at fair oaks, California, Oct.1906 � Sep. 1960",12,1906.75,1,Hydrology,Row
ecology1,arctic.dat,Hipel and McLeod (1994),"Arctic foxes, fur returns, Ungava District, 1868-1924",1,1868,3,Ecology,Row
monthly,arosa.dat,Hipel and McLeod (1994),"Ozone, Arosa, 1932-1972",12,1932,1,Meteorology,Row
monthly,azusa.dat,Hipel and McLeod (1994),"Ozone concentration, azusa, 1956-1970",12,1956,1,Meteorology,Row
monthly,baydu.dat,Hipel and McLeod (1994),"Monthly flow, bay du nord River, 1953-1981",12,1953,2,Hydrology,Row
hurst,bigcone.dat,Hipel and McLeod (1994),"Big cone spruce, southern California, U S A, 1458 � 1966",1,1458,1,Hydrology,Row
annual,births.dat,Hipel and McLeod (1994),"Births per 10,000 of 23 year old women, U.S., 1917-1975",1,1917,1,Demography,Row
noakes,boise.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Boise River neartwin springs, Idaho, Oct.1912 � Sep. 1960",12,1912.75,1,Hydrology,Row
hurst,bryce.dat,Hipel and McLeod (1994),"Ponderosa pine, brice water canyon, Utah, USA, 1340 � 1964",1,1340,1,Hydrology,Row
annual,bwater.dat,Hipel and McLeod (1994),"Baltmore city annual water use, liters per capita per day, 1885-1968",1,1885,1,Miscellaneous,Row
misc,caffeine.dat,Hipel and McLeod (1994),Caffeine levels in instant coffee (seasonal period=5),5,1,1,Miscellaneous,Row
lamarche,campito.dat,Hipel and McLeod (1994),"Campito mnt. tree ring data (in .01 mm), N=5405, form 3435BC to 1969AD",1,-3435,1,Tree-rings,Row
annual,canfire.dat,Hipel and McLeod (1994),"Number of acres burned in forest fires in Canada, 1918-1988",1,1918,1,Miscellaneous,Row
epi,chicknyc.dat,Hipel and McLeod (1994),"Monthly reported number of chickenpox, New York city, 1931-1972",12,1931,1,Health,Row
misc,cigb.dat,Hipel and McLeod (1994),"Biomonthly cigarette consumption per adult in dollars and real price index, 1966 � 1974",6,1,4,Miscellaneous,Column
noakes,clearwat.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Clear water River at kamiah, Idaho, 1911 -  1965",12,1911,1,Hydrology,Row
baracos,cminef.dat,Hipel and McLeod (1994),"Mean monthly flow, Tree River, 1969 � 1976",12,1969,1,Hydrology,Row
baracos,cminer.dat,Hipel and McLeod (1994),"Monthly rain, coppermine, mm. 1933 � 1976",12,1933,1,Hydrology,Row
baracos,cminet.dat,Hipel and McLeod (1994),"Monthly temperature, coppermine, Celsius. 1933 � 1976",12,1933,1,Hydrology,Row
monthly,co2.dat,Hipel and McLeod (1994),"CO2 (ppm) mauna loa, 1965-1980",12,1965,1,Meteorology,Row
noakes,colum.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Columbia River at nicholson, 1933 -  1969",12,1933,1,Hydrology,Row
londonwq,consum.dat,Hipel and McLeod (1994),"Total number of water consumers, Jan 1983 � April 1994. Missing value for June 1988 (66th obs.) estimated by intervention analysis. London, United Kingdom.",12,1983,3,Utilities,Row
monthly,cpi.dat,Hipel and McLeod (1994),"Monthly CPI, Canada, 1950-1973",12,1950,1,Macroeconomic,Row
noakes,current.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Current River at van buran, 1922 -  1960",12,1922,1,Hydrology,Row
korsan,dailyibm.dat,Hipel and McLeod (1994),"Daily closing price of IBM stock, Jan. 01 1980 � Oct. 08 1992",,1980,1,Finance,Row
korsan,dailysap.dat,Hipel and McLeod (1994),"Daily S & P 500 index of stocks, Jan. 01 1980 � Oct. 08 1992",,1,1,Finance,Row
annual,dal.dat,Hipel and McLeod (1994),"Dal River near Norslund, Sweden, 1852 � 1922",1,1852,1,Hydrology,Row
hurst,danube.dat,Hipel and McLeod (1994),"Danube River at Orshava, Romania, 1837 � 1957",1,1837,1,Hydrology,Row
hurst,dell.dat,Hipel and McLeod (1994),"Limber pine, dell, Montana, U S A, 1311 � 1965",1,1311,1,Hydrology,Row
annual,dvi.dat,Hipel and McLeod (1994),"Volcanic dust veil index, northern hemisphere,  1500-1969",1,1500,1,Meteorology,Row
hurst,eaglecol.dat,Hipel and McLeod (1994),"Douglas fir, eagle, Colorado, U S A, 1107 � 1964",1,1107,1,Hydrology,Row
monthly,elbe.dat,Hipel and McLeod (1994),"Monthly Riverflows, Elbe River.",12,1,1,Hydrology,Row
annual,elecus.dat,Hipel and McLeod (1994),"Total electricity consumption, U.S. kilowatt-hours (millions), 1920-1970",1,1920,1,Utilities,Row
monthly,engines.dat,Hipel and McLeod (1994),"Motor vehicles engines and parts/CPI, Canada, 1976-1991",12,1976,1,Industry,Row
noakes,english.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, English River near sioux lookout, 1922 -  1977",12,1922,1,Hydrology,Row
hurst,espanola.dat,Hipel and McLeod (1994),"Mud varve data, Swidish time scale, Espanola, Canada, 204 � 908",1,1,1,Hydrology,Row
hurst,exshaw.dat,Hipel and McLeod (1994),"Douglas fir, exshaw, Alberta, Canada, 1460 � 1965",1,1460,1,Hydrology,Row
noakes,feather.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Feather River at oroville, California, Oct.1902 � Sep. 1977",12,1902.75,1,Hydrology,Row
commod,feed.dat,Hipel and McLeod (1994),"Feeder cattle contracts, close price on 95 consecutive trading days",,1,1,Microeconomic,Row
commod,feedh.dat,Hipel and McLeod (1994),"High feeder cattle, Apr, 81",,1,1,Microeconomic,Row
commod,feedl.dat,Hipel and McLeod (1994),"Low feeder cattle, Apr, 81",,1,1,Microeconomic,Row
astatkie,fisher.dat,Hipel and McLeod (1994),"Mean daily flow, Fisher River near Dallas, Jan 01, 1988 to Dec 31, 1991",365,1988,4,Hydrology,Row
astatkie,fisherp.dat,Hipel and McLeod (1994),"Total daily precipitation, Fisher River near Dallas, Jan 01, 1988 to Dec 31, 1991",365,1988,4,Meteorology,Row
astatkie,fishert.dat,Hipel and McLeod (1994),"Mean daily temperature, Fisher River near Dallas, Jan 01, 1988 to Dec 31, 1991",365,1988,4,Meteorology,Row
sanfran,flow.dat,Hipel and McLeod (1994),"Monthly Riverflow, San Francisco River, 1928 � 1966",12,1828,1,Hydrology,Row
wisconsi,food.dat,Hipel and McLeod (1994),"Wisconsin employment time series, food and kindred products, Jan. 1961 � Oct. 1975",12,1961,1,Labour market,Row
annual,fortalez.dat,Hipel and McLeod (1994),"Annual rainfall at fortaleza, Brazil, 1849-1979",1,1849,5,Meteorology,Row
monthly,fraser.dat,Hipel and McLeod (1994),"Fraser River at hope, 1913-1990",12,1913,1,Hydrology,Row
annual,frncha.dat,Hipel and McLeod (1994),"French broad River at Ashville, N.C.",1,1,1,Hydrology,Row
annual,frnchb.dat,Hipel and McLeod (1994),"French broad River near Newport, Tenn",1,1,1,Hydrology,Row
monthly,furnas.dat,Hipel and McLeod (1994),"Furnas � vazoes medias mensais (M3/S), 1931-1978",12,1931,1,Hydrology,Row
annual,globtp.dat,Hipel and McLeod (1994),"Annual changes in global temperature, 1880-1985",1,1880,7,Meteorology,Row
commod,gold.dat,Hipel and McLeod (1994),"Gold close price, 97 successive trading days",,1,1,Microeconomic,Row
commod,goldh.dat,Hipel and McLeod (1994),"High gold close price, June, 81",,1,1,Microeconomic,Row
commod,goldl.dat,Hipel and McLeod (1994),"Low gold close price, June, 81",,1,1,Microeconomic,Row
annual,gota.dat,Hipel and McLeod (1994),"Gota River near Sjotop-Vannersburg, Sweden, 1807-1957",1,1807,1,Hydrology,Row
monthly,guelph.dat,Hipel and McLeod (1994),"Phosphorous data, speed River, Guelph, 1972-1977",12,1972,1,Hydrology,Row
monthly,hankou.dat,Hipel and McLeod (1994),"Monthly flows, chang jiang at han kou, 1865-1979",12,1865,1,Hydrology,Row
ecology1,hbco.dat,Hipel and McLeod (1994),"Coloured fox fur returns, H. B. Co, Ungava District, 1868-1924",1,1868,3,Ecology,Row
ecology1,hebron.dat,Hipel and McLeod (1994),"Coloured fox fur production, Hebron, Labrador, 1834-1925",1,1834,4,Ecology,Row
ecology1,hopedale.dat,Hipel and McLeod (1994),"Coloured fox fur returns, Hopedale, Labrador, 1834-1925",1,1834,3,Ecology,Row
annual,huron.dat,Hipel and McLeod (1994),"Mean July average water surface elevation, in feet, for harbour beach,Michigan, on Lake huron, station 5014,1875 � 1972",1,1875,5,Hydrology,Row
noakes,james.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, James  River at buchanan, VA, 1911 -  1960",12,1911,1,Hydrology,Row
noakes,judith.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Judith River at utica, MT., 1920 -  1960",12,1920,1,Hydrology,Row
annual,kiewa.dat,Hipel and McLeod (1994),"Kiewa River at Kiewa, Victoria, 1885 � 1954",1,1885,1,Hydrology,Row
misc,kings.dat,Hipel and McLeod (1994),"Age of death of successive kings of England, starting with William the Conqueror",,1,3,Demography,Row
thompsto,lacstjin.dat,Hipel and McLeod (1994),"Quarter-monthly inflows, Lac St-Jean Reservoir, 1953 � 1982",,1953,1,Hydrology,Row
thompsto,lacstjra.dat,Hipel and McLeod (1994),"Quarter-monthly rainfall, Lac St-Jean Region, 1953 � 1982",,1953,1,Hydrology,Row
thompsto,lacstjsn.dat,Hipel and McLeod (1994),"Fonte de neige par quart de mois, 1953 � 1982",,1953,1,Hydrology,Row
hurst,lakeview.dat,Hipel and McLeod (1994),"Ponderosa pine, Lakeview oregon, U S A, 1421 � 1964",1,1421,1,Hydrology,Row
data,lynx.dat,Hipel and McLeod (1994),"Annual number of lynx trapped, MacKenzie River, 1821-1934",1,1821,9,Ecology,Row
noakes,mad.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Mad River at springfield, OH., 1915 -  1960",12,1915,1,Hydrology,Row
noakes,madison.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Madison River near west yellowstone, MT., 1923 � 1960",12,1923,1,Hydrology,Row
ecology1,marten.dat,Hipel and McLeod (1994),"Fur sales, marten, H. B. Co., 1850-1911",1,1850,3,Ecology,Row
noakes,mboulder.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Middle builder Creek at nederland, Co, 1912 -  1960",12,1912,1,Hydrology,Row
annual,mcken.dat,Hipel and McLeod (1994),"Mckenzie River at Mckenzie bridge, Oregon, 1911 � 1957",1,1911,1,Hydrology,Row
epi,measlbal.dat,Hipel and McLeod (1994),"Monthly reported number of cases of measles, Baltimore, Jan. 1939 to June 1972",12,1939,1,Health,Row
epi,measlnyc.dat,Hipel and McLeod (1994),"Monthly reported number of cases of measles, New York city, 1928-1972",12,1928,1,Health,Row
wisconsi,metals.dat,Hipel and McLeod (1994),"Wisconsin employment time series, fabricated metals, Jan. 1961 � OCt. 1975",12,1961,1,Labour market,Row
annual,minimum.dat,Hipel and McLeod (1994),"Annual minimum level of Nile River, 622 � 1921",1,622,1,Hydrology,Row
data,mink.dat,Box & Jenkins (1976),"Fur sales, mink, H. B. Co, 1848-1911",1,1848,3,Ecology,Row
noakes,misinab.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Missinaibi River at mattice, 1921 -  1976",12,1921,1,Hydrology,Row
annual,mstouis.dat,Hipel and McLeod (1994),"Mississippi River near st.Louis, Mo., 1861 � 1957",1,1861,1,Hydrology,Row
epi,mumps.dat,Hipel and McLeod (1994),"Monthly reported number of cases of mumps, New York city, 1928-1972",12,1928,1,Health,Row
data,muskrat.dat,Hipel and McLeod (1994),"Fur sales, muskrat, H. B. Co, 1848-1911",1,1848,3,Ecology,Row
ecology1,nain.dat,Hipel and McLeod (1994),"Coloured fox fur production, Nain, Labrador, 1834-1925",1,1834,4,Ecology,Row
noakes,namakan.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Namakan River at lac la croix, Ont., 1923 � Sep. 1977",12,1923,1,Hydrology,Row
hurst,naramata.dat,Hipel and McLeod (1994),"Ponderosa pine, naramata, Britsh Columbia, Canada, 1951 � 1965",1,1951,1,Hydrology,Row
hurst,navajo.dat,Hipel and McLeod (1994),"Douglus fir, navajo national monument (betatakin), Arizona, USA, 700 years",1,1,1,Hydrology,Row
noakes,neches.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Neches River at rockland, Texas, 1914 -  1960",12,1914,1,Hydrology,Row
annual,neumunas.dat,Hipel and McLeod (1994),"Neumunas River at Smalininkai, Lituania, USSR, 1811 � 1943",1,1811,1,Hydrology,Row
monthly,niagra.dat,Hipel and McLeod (1994),"Monthly mean discharge in cubic mters per second for the period of record,Niagra River at Queenston, 1860-1990",13,1860,4,Hydrology,Row
monthly,nigeria.dat,Hipel and McLeod (1994),Nigeria power consumption,12,1,1,Utilities,Row
annual,nile.dat,Hipel and McLeod (1994),"Average annual River flow, Nile at Aswan, 1870 � 1945",1,1870,1,Hydrology,Row
annual,nile2.dat,Hipel and McLeod (1994),"Mean annual Nile flow, 1871 � 1970",1,1871,10,Hydrology,Row
monthly,nilemon.dat,Hipel and McLeod (1994),"Mean monthly nile River flow (cms), at Aaswan, 1870-1932",12,1870,1,Hydrology,Row
hurst,ninemile.dat,Hipel and McLeod (1994),"Douglas fir, ninemile canyon (high), Uthah, U S A, 1194 � 1964",1,1194,1,Hydrology,Row
noakes,nmagnet.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, N. Magnetawan River at burks falls, 1916 � Sep. 1977",12,1916,1,Hydrology,Row
annual,nywater.dat,Hipel and McLeod (1994),"Annual water use in New York city, litres per capita per day, 1898-1968",1,1898,1,Utilities,Row
annual,ogden.dat,Hipel and McLeod (1994),"St. Lawrence River at Ogdensburg, N.Y., 1860 � 1957",1,1860,1,Hydrology,Row
ecology1,okak.dat,Hipel and McLeod (1994),"Coloured fox fur production, oak, Labrador, 1834-1925",1,1834,4,Ecology,Row
astatkie,oldman.dat,Hipel and McLeod (1994),"Mean daily flow, Oldman Rivernear Brocket, Jan 01, 1988 to Dec 31, 1991",365,1988,4,Hydrology,Row
astatkie,oldmanp.dat,Hipel and McLeod (1994),"Total daily precipitation, Oldman Rivernear Brocket, Jan 01, 1988 to Dec 31, 1991",365,1988,9,Meteorology,Row
astatkie,oldmant.dat,Hipel and McLeod (1994),"Mean daily temperature, Oldman Rivernear Brocket, Jan 01, 1988 to Dec 31, 1991",365,1988,9,Meteorology,Row
noakes,oostanau.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Oostanaula River at resaca, GA, 1893 � 1960",12,1893,1,Hydrology,Row
ecology1,otter.dat,Hipel and McLeod (1994),"Fur sales, otter (land), H. B. Co., 1850-1911",1,1850,3,Ecology,Row
monthly,ozone.dat,Hipel and McLeod (1994),"Ozon concentration, downtown L. A., 1955-1972",12,1955,1,Meteorology,Row
misc,pack.dat,Hipel and McLeod (1994),Indoor temperature (Y) and out door temperature(X),,1,2,Meteorology,Row
monthly,peas.dat,Hipel and McLeod (1994),"Precipitation in mm., Eastport, USA, 1887-1950",12,1887,1,Meteorology,Row
annual,pgreat1.dat,Hipel and McLeod (1994),"Annual precipitation in inches, entire great Lakes, 1900-1986",1,1900,5,Meteorology,Row
noakes,pigeon.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Pigeon River near middle falls ont., 1924 -  1977",12,1924,1,Hydrology,Row
monthly,piper.dat,Hipel and McLeod (1994),"Mean monthly flow, piper�s hole River, 1953-1981",12,1953,1,Hydrology,Row
commod,pork.dat,Hipel and McLeod (1994),"Closing price of porkbellies, 99 consecutive trading days",,1,1,Microeconomic,Row
commod,porkh.dat,Hipel and McLeod (1994),"High closing price of porkbellies, 99 consecutive trading days",,1,1,Microeconomic,Row
commod,porkl.dat,Hipel and McLeod (1994),"Low closing price of porkbellies, 99 consecutive trading days",,1,1,Microeconomic,Row
monthly,pphil.dat,Hipel and McLeod (1994),"Monthly precipitation (mm), Philadelphia, 1820-1950",12,1820,1,Meteorology,Row
londonwq,prec.dat,Hipel and McLeod (1994),"Monthly precipitation (in mm), Jan 1983 � April 1994. London, United Kingdom.",12,1983,1,Utilities,Row
sanfran,precip.dat,Hipel and McLeod (1994),"Monthly precipitation (mm), Southwestern mountain region, 1932 � 1966",12,1932,1,Hydrology,Row
lamarche,precip.dat,Hipel and McLeod (1994),"Mean monthly precipitation, 1907 � 1972",12,1907,1,Tree-rings,Row
hurst,precip1.dat,Hipel and McLeod (1994),"Total annual rainfall (in inches), London, England, 1813 � 1912",1,1813,1,Meteorology,Row
misc,qbirths.dat,Hipel and McLeod (1994),"Number of daily births in Quebec, Jan. 01, 1977 to Dec. 31, 1990",365,1977,2,Demography,Row
prothero,qconsum.dat,Hipel and McLeod (1994),Quarterly U.K. economic time series from a case study reported by D.L. Prothero and K.F. Wallis (1976),4,1,3,Macroeconomic,Row
ecology1,racoon.dat,Hipel and McLeod (1994),"Fur sales, racoon, H. B. Co., 1850-1911",1,1850,3,Ecology,Row
noakes,rappahan.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Rappahannock River near fredericksburg, VA, 1911 � 1960",12,1911,1,Hydrology,Row
monthly,reddeer.dat,Hipel and McLeod (1994),"Monthly Riverflow of red deer River at red deer Alberta, 1942-1974",12,1942,1,Hydrology,Row
annual,rhine.dat,Hipel and McLeod (1994),"Rhine River near basle, Switzerland, 1807 � 1957",1,1807,1,Hydrology,Row
noakes,richelu.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Richelieu River at fryers rapds, Que, 1938 � 1977",12,1938,1,Hydrology,Row
lamarche,ring.dat,Hipel and McLeod (1994),"Campito treerings, 1907 � 1960",1,1907,1,Tree-rings,Row
noakes,riogrand.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Furnas � vazoes medias mensais, 1931 � 1978",12,1931,1,Hydrology,Row
monthly,riotiete.dat,Hipel and McLeod (1994),"Vazoes medias mensais do rio tiete, posto cumbica, 1948-1978",12,1948,1,Hydrology,Row
misc,salesx.dat,Hipel and McLeod (1994),"Sales of company X, Jan. 1965 to May 1971",12,1965,4,Sales,Row
astatkie,saugeen.dat,Hipel and McLeod (1994),"Mean daily flow, Saugeen River near Port Elgin, Jan 01, 1988 to Dec 31, 1991",365,1988,2,Hydrology,Row
misc,saugeen.dat,Hipel and McLeod (1994),"Mean daily saugeen River flows, Jan 01, 1915 to Dec 31, 1979",365,1915,1,Hydrology,Row
noakes,saugeen.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, Saugeen River, Walkerton, 1915-1976",12,1915,1,Hydrology,Row
astatkie,saugeenp.dat,Hipel and McLeod (1994),"Mean daily precipitation, Saugeen River near Port Elgin, Jan 01, 1988 to Dec 31, 1991",365,1988,5,Meteorology,Row
astatkie,saugeent.dat,Hipel and McLeod (1994),"Mean daily temperature, Saugeen River near Port Elgin, Jan 01, 1988 to Dec 31, 1991",365,1988,5,Meteorology,Row
noakes,sfskykom.dat,Hipel and McLeod (1994),"Monthly riverflow in cms, S. F. Skykomish River near index, Washington, Oct.1923 � Sep. 1960",12,1923.75,1,Hydrology,Row
ecology1,skunk.dat,Hipel and McLeod (1994),"Fur sales, skunk, H. B. Co., 1850-1911",1,1850,3,Ecology,Row
hurst,snake.dat,Hipel and McLeod (1994),"Douglas fir, snake River basin, U S A, 1282 � 1950",1,1282,1,Hydrology,Row
commod,soy.dat,Hipel and McLeod (1994),"Soybean contracts, close price on 99 consecutive trading days",,1,1,Microeconomic,Row
commod,soyh.dat,Hipel and McLeod (1994),"High soybean contracts, close price on 99 consecutive trading days",,1,1,Microeconomic,Row
commod,soyl.dat,Hipel and McLeod (1994),"Low soybean contracts, close price on 99 consecutive trading days",,1,1,Microeconomic,Row
annual,spirits.dat,Hipel and McLeod (1994),"Alcohol demand (log spirits consumption per head), UK, 1870-1938",1,1870,10,Sales,Row
