DATE    TIME    DEMAND
16-Mar-05    19:45    65
16-Mar-05    20:00    57
16-Mar-05    20:15    61
16-Mar-05    20:30    42
16-Mar-05    20:45    38
16-Mar-05    21:00    23
16-Mar-05    21:15    22
16-Mar-05    21:30    22
16-Mar-05    21:45    16
16-Mar-05    22:00    12
17-Mar-05    6:30    3
17-Mar-05    6:45    4
17-Mar-05    7:00    4
17-Mar-05    7:15    5
17-Mar-05    7:30    13
17-Mar-05    7:45    11
17-Mar-05    8:00    19
17-Mar-05    8:15    17
17-Mar-05    8:30    11
17-Mar-05    8:45    14
17-Mar-05    9:00    13
17-Mar-05    9:15    20
17-Mar-05    9:30    19
17-Mar-05    9:45    32
17-Mar-05    10:00    16
17-Mar-05    10:15    24
17-Mar-05    10:30    29
17-Mar-05    10:45    31
17-Mar-05    11:00    27
17-Mar-05    11:15    24
17-Mar-05    11:30    21
17-Mar-05    11:45    29
17-Mar-05    12:00    33
17-Mar-05    12:15    45
17-Mar-05    12:30    24
17-Mar-05    12:45    29
17-Mar-05    13:00    54
17-Mar-05    13:15    43
17-Mar-05    13:30    34
17-Mar-05    13:45    50
17-Mar-05    14:00    60
17-Mar-05    14:15    38
17-Mar-05    14:30    42
17-Mar-05    14:45    31
17-Mar-05    15:00    13
17-Mar-05    15:15    43
17-Mar-05    15:30    0
17-Mar-05    15:45    32
17-Mar-05    16:00    29
17-Mar-05    16:15    25
17-Mar-05    16:30    42
17-Mar-05    16:45    27
17-Mar-05    17:00    31
17-Mar-05    17:15    32
17-Mar-05    17:30    41
17-Mar-05    17:45    53
17-Mar-05    18:00    63
17-Mar-05    18:15    78
17-Mar-05    18:30    93
17-Mar-05    18:45    83
17-Mar-05    19:00    81
17-Mar-05    19:15    73
17-Mar-05    19:30    64
17-Mar-05    19:45    48
17-Mar-05    20:00    55
17-Mar-05    20:15    40
17-Mar-05    20:30    22
17-Mar-05    20:45    29
17-Mar-05    21:00    30
17-Mar-05    21:15    24
17-Mar-05    21:30    13
17-Mar-05    21:45    13
17-Mar-05    22:00    12
18-Mar-05    6:30    3
18-Mar-05    6:45    1
18-Mar-05    7:00    5
18-Mar-05    7:15    7
18-Mar-05    7:30    13
18-Mar-05    7:45    11
18-Mar-05    8:00    14
18-Mar-05    8:15    19
18-Mar-05    8:30    16
18-Mar-05    8:45    14
18-Mar-05    9:00    13
18-Mar-05    9:15    19
18-Mar-05    9:30    28
18-Mar-05    9:45    17
18-Mar-05    10:00    20
18-Mar-05    10:15    27
18-Mar-05    10:30    25
18-Mar-05    10:45    36
18-Mar-05    11:00    31
18-Mar-05    11:15    43
18-Mar-05    11:30    35
18-Mar-05    11:45    33
18-Mar-05    12:00    37
18-Mar-05    12:15    32
18-Mar-05    12:30    46
18-Mar-05    12:45    34
18-Mar-05    13:00    44
18-Mar-05    13:15    57
18-Mar-05    13:30    47
18-Mar-05    13:45    60
18-Mar-05    14:00    38
18-Mar-05    14:15    35
18-Mar-05    14:30    42
18-Mar-05    14:45    39
18-Mar-05    15:00    33
18-Mar-05    15:15    39
18-Mar-05    15:30    29
18-Mar-05    15:45    44
18-Mar-05    16:00    40
18-Mar-05    16:15    40
18-Mar-05    16:30    41
18-Mar-05    16:45    47
18-Mar-05    17:00    48
18-Mar-05    17:15    71
18-Mar-05    17:30    63
18-Mar-05    17:45    67
18-Mar-05    18:00    56
18-Mar-05    18:15    70
18-Mar-05    18:30    69
18-Mar-05    18:45    52
18-Mar-05    19:00    58
18-Mar-05    19:15    58
18-Mar-05    19:30    60
18-Mar-05    19:45    48
18-Mar-05    20:00    48
18-Mar-05    20:15    39
18-Mar-05    20:30    29
18-Mar-05    20:45    25
18-Mar-05    21:00    19
18-Mar-05    21:15    22
18-Mar-05    21:30    15
18-Mar-05    21:45    9
18-Mar-05    22:00    9
19-Mar-05    6:30    0
19-Mar-05    6:45    0
19-Mar-05    7:00    1
19-Mar-05    7:15    1
19-Mar-05    7:30    3
19-Mar-05    7:45    0
19-Mar-05    8:00    0
19-Mar-05    8:15    1
19-Mar-05    8:30    1
19-Mar-05    8:45    5
19-Mar-05    9:00    3
19-Mar-05    9:15    0
19-Mar-05    9:30    4
19-Mar-05    9:45    3
19-Mar-05    10:00    10
19-Mar-05    10:15    3
19-Mar-05    10:30    4
19-Mar-05    10:45    7
19-Mar-05    11:00    6
19-Mar-05    11:15    5
19-Mar-05    11:30    3
19-Mar-05    11:45    8
19-Mar-05    12:00    7
19-Mar-05    12:15    9
19-Mar-05    12:30    12
19-Mar-05    12:45    8
19-Mar-05    13:00    7
19-Mar-05    13:15    5
19-Mar-05    13:30    8
19-Mar-05    13:45    11
19-Mar-05    14:00    16
19-Mar-05    14:15    6
19-Mar-05    14:30    9
19-Mar-05    14:45    5
19-Mar-05    15:00    6
19-Mar-05    15:15    3
19-Mar-05    15:30    4
19-Mar-05    15:45    3
19-Mar-05    16:00    5
19-Mar-05    16:15    8
19-Mar-05    16:30    5
19-Mar-05    16:45    2
19-Mar-05    17:00    6
19-Mar-05    17:15    6
19-Mar-05    17:30    9
19-Mar-05    17:45    2
19-Mar-05    18:00    2
19-Mar-05    18:15    8
19-Mar-05    18:30    1
19-Mar-05    18:45    1
19-Mar-05    19:00    3
19-Mar-05    19:15    5
19-Mar-05    19:30    3
19-Mar-05    19:45    2
19-Mar-05    20:00    3
19-Mar-05    20:15    1
19-Mar-05    20:30    3
19-Mar-05    20:45    0
19-Mar-05    21:00    2
19-Mar-05    21:15    1
19-Mar-05    21:30    2
19-Mar-05    21:45    1
19-Mar-05    22:00    0
20-Mar-05    6:30    0
20-Mar-05    6:45    0
20-Mar-05    7:00    0
20-Mar-05    7:15    0
20-Mar-05    7:30    0
20-Mar-05    7:45    0
20-Mar-05    8:00    0
20-Mar-05    8:15    0
20-Mar-05    8:30    0
20-Mar-05    8:45    0
20-Mar-05    9:00    0
20-Mar-05    9:15    0
20-Mar-05    9:30    0
20-Mar-05    9:45    2
20-Mar-05    10:00    0
20-Mar-05    10:15    1
20-Mar-05    10:30    0
20-Mar-05    10:45    0
20-Mar-05    11:00    0
20-Mar-05    11:15    0
20-Mar-05    11:30    1
20-Mar-05    11:45    0
20-Mar-05    12:00    0
20-Mar-05    12:15    3
20-Mar-05    12:30    1
20-Mar-05    12:45    1
20-Mar-05    13:00    1
20-Mar-05    13:15    5
20-Mar-05    13:30    1
20-Mar-05    13:45    1
20-Mar-05    14:00    2
20-Mar-05    14:15    0
20-Mar-05    14:30    1
20-Mar-05    14:45    0
20-Mar-05    15:00    3
20-Mar-05    15:15    2
20-Mar-05    15:30    1
20-Mar-05    15:45    1
20-Mar-05    16:00    0
20-Mar-05    16:15    1
20-Mar-05    16:30    0
20-Mar-05    16:45    1
20-Mar-05    17:00    2
20-Mar-05    17:15    4
20-Mar-05    17:30    1
20-Mar-05    17:45    2
20-Mar-05    18:00    2
20-Mar-05    18:15    2
20-Mar-05    18:30    0
20-Mar-05    18:45    0
20-Mar-05    19:00    2
20-Mar-05    19:15    4
20-Mar-05    19:30    1
20-Mar-05    19:45    1
20-Mar-05    20:00    1
20-Mar-05    20:15    1
20-Mar-05    20:30    0
20-Mar-05    20:45    1
20-Mar-05    21:00    1
20-Mar-05    21:15    2
20-Mar-05    21:30    1
20-Mar-05    21:45    0
20-Mar-05    22:00    0
21-Mar-05    6:30    1
21-Mar-05    6:45    2
21-Mar-05    7:00    2
21-Mar-05    7:15    13
21-Mar-05    7:30    18
21-Mar-05    7:45    19
21-Mar-05    8:00    20
21-Mar-05    8:15    18
21-Mar-05    8:30    22
21-Mar-05    8:45    17
21-Mar-05    9:00    10
21-Mar-05    9:15    21
21-Mar-05    9:30    16
21-Mar-05    9:45    37
21-Mar-05    10:00    27
21-Mar-05    10:15    25
21-Mar-05    10:30    32
21-Mar-05    10:45    37
21-Mar-05    11:00    32
21-Mar-05    11:15    35
21-Mar-05    11:30    41
21-Mar-05    11:45    35
21-Mar-05    12:00    41
21-Mar-05    12:15    45
21-Mar-05    12:30    34
21-Mar-05    12:45    42
21-Mar-05    13:00    59
21-Mar-05    13:15    67
21-Mar-05    13:30    60
21-Mar-05    13:45    77
21-Mar-05    14:00    39
21-Mar-05    14:15    49
21-Mar-05    14:30    57
21-Mar-05    14:45    42
21-Mar-05    15:00    27
21-Mar-05    15:15    43
21-Mar-05    15:30    30
21-Mar-05    15:45    36
21-Mar-05    16:00    32
21-Mar-05    16:15    21
21-Mar-05    16:30    39
21-Mar-05    16:45    35
21-Mar-05    17:00    44
21-Mar-05    17:15    51
21-Mar-05    17:30    3
21-Mar-05    17:45    0
21-Mar-05    18:00    0
21-Mar-05    18:15    0
21-Mar-05    18:30    65
21-Mar-05    18:45    108
21-Mar-05    19:00    101
21-Mar-05    19:15    105
21-Mar-05    19:30    74
21-Mar-05    19:45    55
21-Mar-05    20:00    53
21-Mar-05    20:15    47
21-Mar-05    20:30    45
21-Mar-05    20:45    36
21-Mar-05    21:00    35
21-Mar-05    21:15    23
21-Mar-05    21:30    12
21-Mar-05    21:45    6
21-Mar-05    22:00    2
