 NATURALQ  MORANNAT  HEISENAT  BOISENAT  SALMONAT BRUNEUNAT  RIRIENAT   
       511     108.6     763.4     218.7     934.2      70.9      44.7
       512     277.5    1142.4     274.5    2213.0      60.7      52.0
       513     284.4    1079.3     182.7    1625.3      40.2      18.9
       514     132.2     551.3      65.3     621.6      12.1      10.9
       515      60.8     319.2      27.2     297.9       5.5       3.8
       516      42.4     268.6      22.6     320.6       4.8       3.2
       517      38.0     256.8      31.1     388.0       8.4       4.1
       518      29.1     212.4      33.1     374.4       8.8       4.0
       519      33.0     212.2      50.6     429.4       9.6       3.6
       520      30.4     168.1      28.8     263.8       7.3       2.8
       521      21.6     156.4      35.0     274.8      11.6       3.6
       522      28.3     198.2      69.4     436.3      17.9       5.6
       523      37.0     331.5     131.0     805.4      30.5      14.1
       524     344.0    1261.2     281.6    3197.4      53.6      30.4
       525     334.0    1156.4     162.7    1932.1      33.2       9.1
       526     158.8     695.6      65.3     719.0      10.6       7.5
       527      76.6     416.1      26.5     333.8       4.9       3.5
       528      49.5     278.2      21.4     285.1       4.1       2.7
       529      32.2     237.3      28.3     366.8       4.9       3.2
       530      29.6     207.6      25.3     328.9       6.5       3.0
       531      26.8     187.2      25.2     303.0       8.1       2.5
       532      29.6     177.9      33.6     310.4       9.1       2.8
       533      26.4     156.2      24.1     258.9       8.7       4.8
       534      26.1     159.0      27.8     276.7      11.6       6.0
       535      44.7     303.2     108.1     630.7      35.1      18.7
       536     253.9    1085.8     250.6    2607.5      58.7      41.1
       537     378.2    1331.5     227.4    3571.7      56.2      19.9
       538     130.8     476.9      59.2     867.0      14.1       9.2
       539      62.2     287.3      26.3     403.1       5.6       4.2
       540      35.0     229.0      20.7     277.9       4.7       3.6
       541      28.3     213.3      22.3     318.0       6.0       3.4
       542      29.9     197.6      23.9     300.9       6.6       3.3
       543      33.3     185.8      22.9     248.5       6.6       2.7
       544      29.3     159.7      21.0     226.5       6.6       2.5
       545      28.3     152.3      17.6     227.4       7.5       2.4
       546      30.6     176.5      46.3     383.2      14.7       5.8
       547      70.9     458.0     160.6     854.9      82.5      26.0
       548     344.5    1245.5     281.9    2943.1     112.1      36.8
       549     324.6    1112.8     158.1    1712.8      49.6      16.7
       550     132.6     504.2      48.5     511.3      12.1      10.2
       551      65.8     292.0      23.0     260.3       5.9       3.9
       552      38.7     236.5      18.3     218.8       4.8       2.8
       553      35.2     246.8      22.2     265.0       7.1       3.7
       554      26.9     208.6      25.6     275.7       7.6       3.5
       555      23.9     181.4      24.4     260.4       7.1       2.8
       556      35.5     178.1      28.7     232.6      12.9       3.5
       557      34.2     167.5      30.4     251.6      13.2       4.6
       558      33.9     188.1      50.3     328.2      24.5       8.3
       559      43.7     429.1     143.4     581.6      59.9      31.6
       560     166.3     982.9     241.4    1529.3      87.6      52.2
       561     452.2    1692.8     264.8    3004.6      67.8      36.2
       562     238.5    1083.8     129.2    1341.1      22.9      17.6
       563      81.0     434.7      38.4     419.7       7.4       5.3
       564      46.9     318.1      27.4     308.5       5.4       5.3
       565      42.2     293.1      31.5     393.4       6.4       5.7
       566      39.7     256.7      39.1     429.6       9.6       4.6
       567      35.3     228.3      36.7     359.8      16.8       3.8
       568      40.0     205.3      28.5     284.0      10.2       4.3
       569      40.8     196.2      41.4     326.9      26.4       6.2
       570      51.1     199.9      43.9     332.8      25.8       7.0
       571      61.1     524.2     200.3    1081.8      75.5      21.8
       572     306.8    1378.1     296.9    2707.3      85.4      32.7
       573     319.8    1346.8     211.5    2212.8      41.7      22.8
       574     183.8     912.2     101.7    1029.7      13.7      12.9
       575      96.4     535.6      37.6     444.2       7.1       3.9
       576      53.6     316.4      23.8     288.9       4.6       2.6
       577      42.4     292.5      37.4     364.9       5.8       3.8
       578      26.9     228.1      30.4     307.4       7.1       3.8
       579      39.7     216.0      37.9     301.1       7.9       3.3
       580      37.9     204.4      27.9     258.6       8.2       4.2
       581      43.6     184.0      29.0     247.2       9.1       4.4
       582      42.7     192.7      34.6     281.2      11.0       5.5
       583      81.9     500.7     219.5    1008.5     112.0      35.9
       584     330.0    1466.5     346.6    2690.8     144.3      56.6
       585     351.1    1277.3     236.2    2352.4      81.7      29.2
       586     156.3     572.0      81.8     814.2      24.3      11.7
       587      77.2     358.5      34.1     349.8       8.2       3.8
       588      42.2     256.9      23.4     245.6       5.6       3.1
       589      24.1     220.8      21.0     241.5       6.5       3.3
       590      16.0     183.7      18.7     226.6       6.5       3.4
       591      30.3     184.2      24.0     228.2       7.9       3.4
       592      41.1     195.1      35.0     292.4      10.2       6.3
       593      28.9     158.6      30.5     238.4       8.7       4.5
       594      25.7     168.7      43.9     291.6      14.9       5.8
       595      46.9     297.3     127.2     620.4      32.5      13.3
       596     157.8     621.7     188.6    1419.0      45.9      25.7
       597     378.6    1381.4     300.5    3179.7      87.3      27.9
       598     158.8     657.7     137.9    1401.5      25.6      10.9
       599      70.8     332.5      35.5     394.1       6.5       3.6
       600      39.5     236.8      22.1     258.8       4.7       3.3
       601      24.5     207.5      20.7     258.9       5.4       3.5
       602      24.5     188.7      24.1     269.9       6.5       3.5
       603      27.0     176.2      23.0     257.7       6.9       3.1
       604      39.0     182.0      25.1     245.9       7.4       3.6
       605      30.6     154.3      34.6     255.3       8.7       3.5
       606      29.7     170.7      55.2     312.3      14.7       6.6
       607      52.1     354.8     167.7     706.9      22.3      15.2
       608     346.2    1290.3     295.5    2403.4      29.5      29.9
       609     328.2    1042.9     189.6    1952.6      16.4      13.2
       610     192.0     773.1     101.5    1038.2       7.0       6.2
       611      82.3     338.8      32.2     368.4       4.2       1.3
       612      55.9     254.0      22.5     259.5       3.6       1.4
       613      29.1     220.1      22.1     262.2       4.2       2.4
       614      26.2     191.8      21.6     252.9       4.8       2.7
       615      24.7     167.0      20.0     205.6       4.7       2.3
       616      26.5     158.8      20.1     212.9       5.7       2.1
       617      26.2     145.0      16.8     184.5       5.5       2.2
       618      31.9     162.8      21.2     216.2       7.3       3.5
       619      33.3     205.3      46.7     324.9      14.3       9.2
       620     170.1     690.2     201.2    1255.8      36.9      26.0
       621     327.2    1059.9     232.2    2570.0      36.2      14.6
       622     148.9     511.5      75.6    1013.2      11.7       1.4
       623      68.4     295.0      27.1     333.5       4.7       0.1
       624      34.6     213.8      19.2     245.6       3.8       1.4
       625      33.8     206.9      22.9     283.9       4.3       2.1
       626      34.5     195.1      33.1     330.3       5.3       2.5
       627      50.8     242.5      92.8     475.4       9.7       2.7
       628      45.7     214.6      61.1     352.5      19.3       2.9
       629      30.3     155.7      32.8     247.4       9.0       2.4
       630      41.2     186.1      69.8     456.7      23.8       5.8
       631      72.1     600.1     229.8    1208.5      48.7      21.9
       632     396.6    1642.5     377.1    3445.3      79.9      35.2
       633     505.5    1878.2     280.9    3148.0      51.7      19.0
       634     178.6     756.2      96.1     897.3      12.2       7.0
       635      90.2     389.2      35.1     409.6       5.2       2.4
       636      53.5     289.1      23.9     291.1       4.0       1.8
       637      35.4     250.0      27.5     318.8       5.3       2.3
       638      53.1     198.7      26.3     312.4       6.4       2.7
       639      39.7     207.3      30.9     285.3       9.2       2.6
       640      35.7     185.0      23.0     228.1       5.6       1.9
       641      38.5     174.4      34.1     264.4      19.3       6.4
       642      40.0     190.9      56.4     381.4      24.4       5.1
       643      40.7     274.1     134.0     558.4      39.6      10.3
       644     246.8    1107.0     343.9    3162.7     122.8      36.5
       645     417.2    1540.8     249.2    2806.9      83.2      25.8
       646     180.4     840.6      73.8     788.0      21.0      10.4
       647      62.0     355.7      28.5     324.8       6.0       3.5
       648      34.5     268.6      21.6     262.8       4.9       2.6
       649      29.1     237.5      24.6     306.6       6.5       2.6
       650      21.9     193.9      21.8     268.0       7.5       2.8
       651      32.7     198.5      25.5     263.3       7.6       2.7
       652      27.8     173.7      23.7     227.8       7.4       2.6
       653      36.4     166.8      38.4     274.9      13.5       3.8
       654      33.5     170.5      38.9     289.9      14.6       5.8
       655      39.9     269.0      99.1     529.2      47.2      17.5
       656     283.2    1277.5     414.2    2975.5      98.0      36.2
       657     193.4     894.7     242.1    2140.2      45.3      18.8
       658      66.0     380.2      68.1     636.4      11.8       8.4
       659      43.1     251.3      30.9     325.5       5.6       3.0
       660      30.2     213.0      22.4     248.1       4.2       2.3
       661      20.9     196.4      21.7     270.1       4.7       2.1
       662      30.8     198.0      30.3     322.3       6.3       2.7
       663      24.2     179.3      37.5     321.8       7.2       2.8
       664      24.7     164.8      31.8     282.9       6.8       2.6
       665      32.6     155.4      25.9     255.7       6.0       2.7
       666      29.7     165.8      35.7     294.6       9.1       5.5
       667      41.1     306.0     119.1     671.7      17.1      15.0
       668     156.1     690.8     160.7    1561.2      26.2      28.6
       669     387.4    1353.4     202.5    2696.0      32.3      10.3
       670     116.9     549.4      57.3     745.7       8.4       3.3
       671      51.9     302.9      25.7     305.4       3.6       0.0
       672      40.2     239.2      29.8     322.1       4.3       1.5
       673      38.4     252.1      43.0     525.5       6.9       2.4
       674      22.8     189.1      29.9     402.5       5.3       2.4
       675      21.3     170.7      24.3     298.9       4.5       2.0
       676      29.7     169.2      24.3     255.0       5.7       1.7
       677      26.7     154.5      22.2     239.5       6.7       2.3
       678      27.3     178.7      63.1     401.8      25.4       5.9
       679      51.1     368.5     134.7     867.9      42.6      17.2
       680     173.4     707.8     174.0    1519.6      52.4      29.2
       681     262.0     893.7     179.5    2093.4      40.7      12.2
       682      73.9     371.3      42.6     538.1       8.5       0.5
       683      42.0     255.3      23.8     293.7       4.6       0.0
       684      51.4     210.5      19.5     236.2       3.6       1.1
       685      24.2     219.5      19.8     241.3       4.5       1.4
       686      24.6     185.3      21.5     255.6       5.3       2.1
       687      22.8     159.2      20.2     219.9       5.3       1.8
       688      21.6     145.8      18.8     201.8       5.1       1.3
       689      37.5     142.7      24.7     277.7       8.4       2.5
       690      27.6     169.3      36.8     298.6      10.9       4.1
       691      45.3     253.7      79.0     445.3      18.0       6.5
       692     238.5     751.8     165.4    1651.9      25.0      19.7
       693     282.1     854.9     129.6    2074.3      21.2       5.5
       694      65.4     294.2      29.2     410.7       4.6       0.1
       695      37.4     224.8      19.5     215.0       3.3       0.0
       696      38.8     230.9      19.6     237.1       3.4       1.3
       697      54.9     235.4      22.8     258.3       4.3       1.5
       698      35.9     189.1      22.7     242.4       5.0       2.3
       699      40.0     183.7      23.3     228.6       5.6       2.0
       700      31.8     162.4      24.9     236.3       6.7       2.4
       701      35.8     194.1      30.4     237.6      24.8      14.8
       702      32.5     176.3      30.3     249.5      18.9       6.5
       703      89.2     633.3     172.0     871.9      74.5      21.6
       704     289.8    1213.0     187.9    1684.4      78.5      42.5
       705     354.1    1225.6     210.0    2319.7      80.7      18.0
       706     144.6     674.6      71.9     746.2      22.5       5.7
       707      62.5     350.3      30.4     336.0       6.5       3.2
       708      36.3     244.8      20.7     222.0       4.2       2.3
       709      33.1     235.7      33.6     528.3       4.8       1.8
       710      24.0     193.3      30.2     442.3       6.4       2.1
       711      24.0     175.6      34.7     417.8       6.1       1.9
       712      25.9     156.3      25.9     264.0       5.0       1.6
       713      31.2     197.0      65.0     449.6      11.5       8.6
       714      20.4     169.7      41.0     360.0       8.1       7.1
       715      37.4     237.7      84.0     522.5      16.4       9.8
       716     226.6     895.8     220.0    2124.5      62.5      23.5
       717     349.8    1222.8     197.8    2529.6     124.9      21.3
       718     108.7     528.2      75.2     894.9      25.5       3.4
       719      50.4     278.7      28.8     359.1       7.5       0.8
       720      44.0     270.3      24.4     305.4       6.4       1.4
       721      29.0     220.1      23.8     292.1       6.5       1.3
       722      27.7     204.7      28.4     312.7       8.7       2.3
       723      20.7     167.1      22.8     252.2       7.1       2.0
       724      31.3     164.7      23.7     235.3       7.3       2.3
       725      22.2     141.7      22.1     218.9       7.2       2.2
       726      27.7     158.4      27.8     241.6      11.3       2.2
       727      29.4     266.1      96.7     482.3      47.6      10.2
       728     201.6     986.1     215.8    1738.1      69.9      57.0
       729     409.0    1494.9     208.3    3311.1      73.5      51.4
       730     182.2     869.3      76.3    1132.9      23.8      25.2
       731      61.4     351.3      28.2     415.5       6.5       4.6
       732      25.8     257.0      22.9     325.6       4.7       2.4
       733      25.0     222.5      20.8     287.3       5.5       2.6
       734      23.1     199.4      22.5     282.5       7.4       3.2
       735      54.1     254.7     107.5     463.1      26.1       5.6
       736      44.6     225.2      55.3     418.4      18.8       5.8
       737      30.7     180.5      50.3     382.0      21.5       5.5
       738      28.2     179.6      57.5     395.9      16.9       4.4
       739      70.1     492.5     215.0    1114.7      53.8      40.7
       740     239.0    1126.8     303.7    2580.9      82.1      65.1
       741     488.2    1808.1     349.6    4076.3      75.9      36.5
       742     236.7    1084.5     164.4    1500.1      30.4      12.3
       743      85.3     480.3      54.9     546.5      11.6       4.3
       744      53.1     347.8      34.7     421.1       8.1       4.1
       745      37.5     283.2      29.4     368.0       8.1       3.7
       746      32.9     237.6      25.9     325.7       8.1       3.5
       747      24.6     202.8      21.4     269.6       7.3       3.1
       748      36.4     198.7      23.6     279.7       7.4       3.5
       749      24.1     164.3      18.3     229.6       6.5       2.9
       750      28.8     189.1      43.4     297.8      12.6       7.9
       751      48.2     325.8     101.8     601.7      24.6      19.6
       752     270.0    1022.0     155.5    1486.7      26.4      21.6
       753     242.4     815.5      91.1    1111.9      10.7       9.3
       754      84.9     378.9      30.1     373.7       3.8       2.5
       755      46.5     254.0      17.3     204.9       2.9       0.7
       756      45.6     239.2      15.1     197.5       2.8       1.1
       757      25.5     207.3      17.0     230.1       3.5       1.4
       758      26.6     181.9      19.3     249.7       4.2       1.9
       759      28.8     166.0      20.0     242.4       5.3       2.4
       760      35.5     177.3      24.0     258.6       6.6       2.2
       761      28.2     151.1      21.7     227.8       6.2       2.0
       762      26.6     173.4      32.5     292.2      10.2       4.3
       763      35.3     236.2      51.4     355.3      14.9      12.4
       764     189.2     859.6     223.5    1972.2      57.3      34.7
       765     467.9    1612.4     253.3    3410.2      68.6      29.1
       766     186.8     886.4      87.5    1103.8      20.7      10.9
       767      70.3     348.0      26.9     343.5       5.0       1.9
       768      37.5     258.5      20.1     257.4       3.8       1.3
       769      42.1     275.1      25.6     388.0       4.1       2.8
       770      25.9     212.4      24.0     356.0       4.8       2.5
       771      28.9     197.2      17.5     295.8       5.6       2.6
       772      31.3     184.7      18.8     270.6       5.7       2.4
       773      32.0     179.7      43.7     334.9      11.9       3.5
       774      27.0     187.3      58.4     427.1      11.2       4.4
       775      31.9     259.3      79.6     491.5      11.7      11.4
       776     156.9     745.0     137.0    1532.3      22.3      37.5
       777     395.4    1400.7     147.8    2168.2      44.5      30.1
       778     134.1     647.7      43.4     621.9       8.5       5.5
       779      90.8     429.2      35.1     370.1      10.4       4.5
       780      52.6     309.3      24.8     331.3       5.3       2.9
       781      32.8     260.7      29.5     387.6       4.7       3.4
       782      32.1     218.7      40.6     391.8       8.1       3.0
       783      29.0     199.7      30.0     312.8       6.5       2.6
       784      47.5     234.2      52.1     386.4      11.9       9.8
       785      33.3     183.2      31.8     280.7       9.5       2.8
       786      21.8     172.8      55.4     342.3      18.1       7.6
       787      71.2     516.7     223.6    1133.8      92.3      45.1
       788     334.9    1298.5     303.3    2949.5      94.8      63.1
       789     241.9     915.1     180.0    1977.7      44.4      23.2
       790     116.9     492.5      62.4     655.1      15.6       7.3
       791      57.7     297.7      27.5     295.6       4.8       2.8
       792      41.7     239.6      22.0     247.0       3.7       2.3
       793      24.8     231.2      23.7     300.3       5.5       2.9
       794      20.7     174.2      20.7     264.3       5.5       2.4
       795      29.1     175.3      22.0     257.6       6.0       1.6
       796      42.0     189.1      41.0     309.1      20.1       3.4
       797      25.1     148.4      36.7     269.7      14.2       3.6
       798      27.4     162.5      52.2     311.1      15.8       3.6
       799      33.6     206.9      67.6     342.2      26.6       7.5
       800     195.1     942.4     256.7    1924.3     108.7      66.8
       801     455.7    1595.9     280.5    3230.3      81.6      42.4
       802     155.2     723.4     104.7    1153.7      27.4       9.5
       803      57.6     344.9      33.5     366.8       6.6       2.9
       804      48.8     282.8      25.4     375.7       6.2       3.1
       805      34.0     250.2      24.7     348.0       6.9       3.4
       806      34.1     227.4      44.2     377.4      10.8       4.6
       807      43.6     216.6      39.7     358.5      11.7       3.9
       808      47.4     214.9      56.6     365.6      44.5       4.2
       809      31.2     177.4      54.6     425.1      22.6       3.2
       810      38.9     201.6      63.0     379.8      43.4       9.4
       811      58.1     405.2     178.6     758.8      78.7      37.0
       812     288.8    1531.4     378.7    3239.5     172.2      93.4
       813     549.1    2264.0     323.5    4055.1     123.9      30.4
       814     269.6    1160.6     148.5    1505.1      40.7      12.5
       815      99.4     524.5      43.5     498.4      11.4       6.1
       816      54.3     363.5      29.1     341.2       7.4       4.6
       817      48.5     330.3      29.2     349.9       9.5       5.1
       818      32.6     258.3      27.1     317.2      10.3       4.3
       819      44.9     250.9      26.6     284.3       9.7       3.9
       820      44.7     226.4      30.5     281.8      19.6       3.3
       821      37.4     200.1      33.4     274.7      21.3       6.0
       822      44.0     298.2     132.7     569.4     100.0      16.8
       823      56.1     437.9     134.8     522.9      57.2      44.2
       824     269.8    1361.9     336.5    2130.1      90.1      77.3
       825     515.8    1996.2     341.5    3795.0      74.8      37.5
       826     180.1     807.9     101.9     948.1      15.4      10.4
       827      89.4     435.0      38.2     384.2       5.8       5.4
       828      66.4     354.3      27.9     314.9       5.9       4.7
       829      56.8     334.7      27.6     343.8      10.9       5.7
       830      35.9     244.9      25.3     307.1      10.5       4.8
       831      36.5     219.1      26.9     295.8      12.1       4.8
       832      35.5     209.7      28.1     262.0      13.6       4.7
       833      29.4     176.0      23.0     219.7       9.6       4.4
       834      27.9     184.8      37.6     281.7      17.5       5.4
       835      34.4     272.4      75.3     361.9      49.4      29.3
       836     210.1     906.4     178.0    1281.5      78.7      55.5
       837     269.1     919.2     125.6    1104.4      39.7      27.8
       838      94.5     449.3      43.6     416.1      10.6       6.1
       839      49.8     280.6      21.6     217.0       4.7       2.9
       840      45.5     260.9      20.6     226.3       4.8       3.3
       841      32.8     233.3      20.3     238.3       6.0       4.3
       842      46.6     247.5      49.3     434.7       8.9       4.4
       843      35.9     203.0      38.0     333.7       8.4       3.1
       844      39.2     197.6      60.6     515.6      11.5       4.4
       845      33.7     170.7      33.7     331.2       8.4       3.6
       846      47.8     225.9      83.4     502.9      44.8       9.6
       847      66.3     477.4     213.3     863.2      55.6      47.0
       848     248.2    1329.4     323.7    2121.9      73.6      76.6
       849     627.7    2198.8     404.9    4915.3      44.7      33.6
       850     218.2     932.3     139.0    1540.6      10.0       5.6
       851      85.5     424.8      45.3     526.4       4.3       1.6
       852      41.4     278.6      26.0     307.7       3.8       2.1
       853      37.6     282.3      25.3     305.0       4.8       2.9
       854      26.6     224.0      24.6     291.1       6.2       3.3
       855      27.9     209.4      22.7     259.0       6.1       2.7
       856      36.4     210.9      25.2     250.0       6.9       3.2
       857      34.6     186.2      23.2     225.1       7.6       2.9
       858      33.8     188.6      43.9     293.8      17.1       4.8
       859      39.4     196.8      58.9     349.6      33.9       7.1
       860     117.6     674.6     228.1    1250.8     158.7      70.3
       861     400.5    1615.0     309.0    3581.4     152.7      69.7
       862     298.4    1325.3     174.4    2181.3      57.5      28.3
       863      88.3     468.9      40.3     518.9      11.1       5.9
       864      40.6     294.1      24.7     326.1       6.6       3.2
       865      37.1     273.0      28.3     425.1      10.6       3.5
       866      32.6     228.0      29.6     396.3      10.2       3.5
       867      37.3     228.5      40.3     443.4      11.6       0.5
       868      37.1     204.5      29.0     338.9       9.5       3.2
       869      32.6     178.0      30.0     294.2       9.9       3.6
       870      33.8     187.8      39.5     349.8      22.9       6.6
       871      61.5     362.4     132.5     825.4      63.0      31.7
       872     321.1    1600.2     294.6    3210.5     102.6     108.2
       873     411.1    1503.9     173.4    2702.7      35.4      43.9
       874     178.7     857.5      68.8    1004.7      10.3      16.1
       875      80.4     417.9      36.5     521.0       6.6       3.9
       876      41.3     289.6      30.7     396.1       8.9       1.3
       877      29.5     256.1      25.9     359.2       9.0       6.5
       878      18.1     193.5      20.9     304.9       7.3       4.5
       879      22.5     177.9      19.9     252.3       6.1       2.3
       880      26.9     164.4      18.2     232.9       5.8       2.1
       881      18.0     150.6      16.9     215.5       6.5       2.6
       882      22.8     160.6      20.1     229.6       8.3       3.5
       883      44.1     206.6      42.7     390.0      23.5       8.8
       884     103.5     323.2      48.1     646.3      24.4       4.3
       885     135.3     460.6      54.9     829.9      38.4       1.7
       886      49.1     238.1      21.6     324.1       7.9       1.3
       887      32.7     179.4      15.4     203.9       4.3       0.0
       888      19.8     153.4      15.7     225.2       3.8       0.5
       889      26.2     172.6      16.9     305.6       4.5       1.0
       890      21.3     161.8      21.5     280.5       5.4       1.6
       891      40.0     190.0      52.5     397.6       7.5       3.5
       892      33.0     167.8      28.5     292.4       7.4       2.0
       893      35.2     156.0      28.9     264.0       8.5       1.8
       894      21.0     175.3      95.4     514.7      32.6       5.8
       895      51.0     497.8     150.5     945.9      50.6      37.8
       896     224.6    1168.2     216.0    1785.7      63.7      55.8
       897     411.6    1652.6     237.5    2771.9      55.2      28.2
       898     196.7    1044.7     126.5    1371.6      17.6      14.9
       899      67.8     445.9      35.6     457.6       5.3       0.3
       900      43.2     309.1      28.8     384.6       6.4       1.8
       901      23.3     236.0      23.0     305.4       6.6       3.7
       902      21.6     207.3      20.3     270.8       5.6       0.7
       903      35.6     199.1      20.6     241.0       5.2       1.8
       904      31.5     183.2      19.0     232.5      10.1       1.9
       905      30.8     171.7      21.9     233.2      13.5       2.0
       906      28.9     183.9      42.6     328.6      25.7       4.1
       907      45.1     317.3      63.6     428.3      40.6      13.1
       908     257.0    1106.2     182.5    1758.4     102.3      38.5
       909     310.6    1076.3     110.9    1385.3      47.3      17.1
       910     113.7     489.5      33.0     439.0      12.8       2.0
       911      47.4     295.5      21.3     245.6       5.6       1.3
       912      24.5     199.9      16.8     186.5       4.0       1.6
       913      21.1     196.7      20.6     229.1       6.1       2.4
       914      17.7     171.9      18.0     224.3       6.6       1.5
       915      17.5     157.5      20.6     226.6       6.6       1.5
       916      35.5     179.7      30.4     225.0      14.3       3.4
       917      29.3     159.8      34.6     233.4      15.7       5.5
       918      30.7     166.7      43.3     293.2      16.6       3.3
       919      55.4     359.7     159.9     745.6      54.8      18.4
       920     290.3    1224.0     252.1    2250.3      85.4      35.9
       921     269.6    1169.2     190.0    1821.2      74.9      51.7
       922     117.6     664.0      91.6     849.4      22.2      28.8
       923      51.3     318.9      31.1     328.8       5.5       1.9
       924      43.5     277.3      27.8     320.9       6.4       2.2
       925      25.5     227.4      24.0     283.6       6.4       5.4
       926      23.3     193.2      27.4     333.2       6.5       2.5
       927      28.4     186.9      41.5     387.5       8.0       3.6
       928      24.6     165.2      32.6     350.1       6.9       2.6
       929      24.4     148.3      40.3     308.5       7.4       4.8
       930      22.7     170.8      49.6     360.0       7.9       5.3
       931      54.5     287.9      98.0     667.4      17.9      13.4
       932     236.4     804.9     169.5    1876.2      27.9      19.9
       933     310.5    1066.0     149.9    2358.4      20.5      26.4
       934      70.9     421.7      44.8     697.6       4.2      19.4
       935      33.8     236.9      22.5     283.1       2.3       0.0
       936      18.9     186.2      17.9     221.1       2.1       0.7
       937      24.1     206.3      21.4     300.2       3.3       1.6
       938      27.4     183.1      31.0     343.4       4.9       2.4
       939      36.5     192.8      42.7     358.8      10.1       3.0
       940      36.4     175.6      27.9     291.3       7.9       2.2
       941      30.7     164.4      57.2     422.0      25.8       7.3
       942      33.2     202.3      67.5     495.5      27.3       4.6
       943      55.6     378.9     123.4     694.2      65.1      23.4
       944     253.1    1395.7     332.6    2498.6     104.2      96.4
       945     458.4    1791.7     311.4    3922.6      72.1      61.8
       946     323.9    1374.1     163.1    1952.2      28.5      32.0
       947      89.2     548.2      50.4     538.3       6.7       5.4
       948      55.7     374.4      32.1     363.0       5.9       5.3
       949      47.0     354.5      36.1     475.5       9.3       5.8
       950      34.6     264.4      33.6     366.6       9.6       4.6
       951      40.8     248.1      35.0     337.3       8.5       4.0
       952      38.2     243.9      44.2     335.2      10.3       4.4
       953      31.4     200.1      34.3     297.6      10.4       4.2
       954      34.0     246.1      99.9     528.0      32.5      11.6
       955      41.6     354.6     128.8     592.9      59.6      22.3
       956     189.9    1097.2     313.6    1918.0     112.7     114.8
       957     407.9    1734.5     316.1    2915.0     105.9      79.5
       958     229.6    1052.2     147.1    1238.7      26.4      41.1
       959      90.0     512.2      52.5     533.6       9.6       8.5
       960      48.8     352.8      31.3     345.5       5.3       5.7
       961      66.0     376.0      33.7     381.7       8.5       9.2
       962      66.3     345.8      47.1     491.1      10.3      10.1
       963      54.6     300.9      35.0     352.0      12.2       5.6
       964      38.6     246.6      30.0     348.7      19.6       5.3
       965      31.9     216.1      32.2     310.5      16.5       4.3
       966      32.5     220.5      65.5     451.0      36.9       5.1
       967      45.6     414.3     130.1     746.3      98.0      24.0
       968     262.8    1358.4     285.0    2307.6     252.2     141.9
       969     379.7    1596.5     277.5    3580.4     185.8      88.8
       970     213.3     933.0     127.5    1467.4      64.2      33.6
       971      85.6     475.2      44.1     520.0      20.5       8.2
       972      68.5     366.3      30.8     384.0      10.1       6.3
       973      39.3     317.0      29.2     369.1      11.4       7.6
       974      41.4     266.8      33.6     350.0      14.4       7.5
       975      35.7     237.2      28.2     283.8      10.0       4.8
       976      32.1     223.0      24.3     264.6       9.4       4.6
       977      29.6     185.1      22.4     223.9      11.2       3.6
       978      36.7     202.9      44.0     300.4      22.9       5.0
       979      72.2     544.6     140.6     838.1      79.3      50.7
       980     340.2    1234.5     190.4    1872.0      73.4      58.2
       981     232.9     846.0     121.6    1297.8      33.5      30.9
       982      88.9     439.0      37.9     399.9       8.5      10.3
       983      41.5     265.2      23.0     275.7       4.9       2.7
       984      33.7     254.6      32.2     338.7       6.0       3.7
       985      39.9     253.9      35.4     335.9       7.0       4.5
       986      36.9     224.3      31.9     309.9       7.1       3.5
       987      36.5     202.5      24.5     252.5       7.4       3.5
       988      37.2     213.3      32.0     263.9      11.9       3.5
       989      44.9     219.2      81.9     371.5      50.3       7.4
       990      51.0     382.5     161.5     718.2      68.5      22.1
       991     102.4     760.0     193.4    1101.0      63.9      84.4
       992     276.4    1354.7     241.4    2083.0      73.2      92.6
       993     609.5    2300.2     267.7    2579.0      61.4      47.9
       994     172.9     909.7      73.5     642.6      13.5      22.4
       995      76.9     464.2      29.4     311.4       5.9      13.9
       996      56.9     358.9      27.7     339.4       6.0       5.1
       997      47.6     313.9      32.5     340.3       7.5       5.8
       998      41.1     262.4      28.1     316.2       7.8       5.8
       999      32.1     204.4      21.6     249.8       6.1       3.2
      1000      33.0     198.1      21.0     229.9       6.6       3.2
      1001      28.8     181.1      21.2     226.2       7.5       3.7
      1002      31.7     193.7      42.9     318.3      14.1       8.1
      1003      96.6     434.0      87.1     650.4      21.5      17.1
      1004     213.3     841.2     107.1    1164.0      32.9      12.6
      1005     111.7     572.8      44.1     567.3      13.4       4.2
      1006      59.3     362.2      22.0     286.2       5.1       2.1
      1007      30.2     240.4      16.0     188.1       2.7       1.5
      1008      20.7     180.5      13.9     156.4       2.4       1.7
      1009      18.8     178.7      15.5     188.5       3.4       2.2
      1010      18.7     167.1      16.3     198.0       5.3       2.1
      1011      29.5     164.9      20.9     198.7       4.9       1.9
      1012      29.3     153.5      19.2     189.6       5.3       2.0
      1013      25.3     138.4      20.5     191.9       6.6       2.3
      1014      24.4     156.5      35.5     251.6      18.0       3.9
      1015      75.3     401.1      93.3     670.8      31.9      13.1
      1016     237.1     878.0     126.2    1373.0      39.8       8.2
      1017     190.8     783.7      93.5    1133.0      30.9       4.8
      1018      42.2     308.3      26.8     331.6       6.1       0.4
      1019      20.4     205.6      16.2     181.7       3.3       0.2
