OBS,AMSTEOE,DAXINDX,FRCAC40,FTSE100,HNGKNGI,JAPDOWA,SNGALLS,SPCOMP
9/30/1988,241.59,1252.69,1416.83,1826.5,2441.05,27923.67,287.8,271.91
10/03/1988,239.08,1242.44,1420.89,1802.6,2429.07,27545.53,285.33,271.38
10/04/1988,240.64,1245.58,1431.87,1807.3,2415.76,27501.02,281.77,270.62
10/05/1988,242.7,1252.31,1432.29,1826.3,2417.42,27405.49,279.54,271.86
10/06/1988,243.97,1261.63,1434.62,1838.9,2427.04,27172.34,281.21,272.39
10/07/1988,245.19,1269.36,1440.22,1844.7,2478.87,27258.27,283.24,278.07
10/10/1988,247.51,1286.93,1439.49,1844.1,2566.42,27258.27,286.14,278.24
10/11/1988,246.27,1271.31,1411.27,1838.3,2571.61,27469.6,286.15,277.93
10/12/1988,241.56,1257.94,1405.4,1814.3,2551.86,27409.37,283.85,273.98
10/13/1988,243.97,1269.8,1423.58,1830.7,2561.76,27273.3,282.75,275.22
10/14/1988,246.08,1289.59,1437.03,1840.6,2593,27306.57,282.28,275.5
10/17/1988,245.62,1282.99,1418.08,1860,2593.56,27268.74,283.88,276.41
10/18/1988,245.51,1295.79,1428.16,1857,2590.41,27141.98,286.79,279.38
10/19/1988,247.62,1304.37,1451.75,1862.5,2590.41,27293.67,287.73,276.97
10/20/1988,246.26,1295.21,1449.94,1864.3,2584.04,27390.55,287.42,282.88
10/21/1988,245.8,1289.72,1456.11,1859.3,2581.69,27401.42,290.58,283.66
10/24/1988,245.05,1281.22,1463.79,1848.4,2562.46,27281.54,292.1,282.28
10/25/1988,247.21,1293.72,1467.4,1847.5,2584.53,27421.49,290.62,282.38
10/26/1988,248.58,1310.63,1473.84,1850.7,2610.62,27620.6,292.13,281.38
10/27/1988,247.56,1313.35,1476.86,1853.3,2617.25,27722.92,291.67,277.28
10/28/1988,249.65,1314.98,1496.07,1858.4,2614.47,27741.34,290.3,278.53
10/31/1988,248.64,1300.79,1496.07,1852.4,2627.41,27982.54,290.29,278.97
11/01/1988,249.37,1310.79,1496.07,1857.8,2615.43,28013.67,288.89,279.06
11/02/1988,248.17,1288.55,1506.72,1843.2,2607.82,27985.26,288.3,279.06
11/03/1988,247.96,1280.58,1499.94,1837.6,2584.49,27985.26,288.37,279.2
11/04/1988,246.74,1285.02,1501.6,1834.3,2584.51,27953.25,288.55,276.31
11/07/1988,242.86,1271.13,1484.7,1819.7,2567.02,27866.36,287.92,273.93
11/08/1988,246.47,1287.88,1496.56,1840.6,2587.02,28007.27,287.92,275.15
11/09/1988,243.16,1277.3,1488.06,1825.7,2582.98,28212.78,289.41,273.33
11/10/1988,240.89,1263.34,1492.35,1826.2,2577.01,28166.42,289.41,273.69
11/11/1988,236.44,1252.18,1492.35,1802.7,2583.74,28489.57,286.16,267.92
11/14/1988,235.07,1261.84,1469.81,1794.3,2537.99,28520.9,282.93,267.72
11/15/1988,235.06,1262.54,1466.9,1802.3,2568.58,28829.41,282.08,268.34
11/16/1988,235.34,1262.54,1480.57,1807.3,2566.88,28996.12,283.06,263.82
11/17/1988,234,1264.59,1470.99,1823.6,2568.79,29076.81,280.98,264.61
11/18/1988,234.77,1277.55,1471.84,1823.4,2581.16,29180.2,280.75,266.47
11/21/1988,233.54,1284.16,1459.72,1811.1,2581.87,29284.26,281.28,266.26
11/22/1988,235.24,1277.4,1455.99,1821.3,2598.78,29430.12,282.84,267.21
11/23/1988,238.48,1280.87,1468.41,1837.1,2633.65,29430.12,284.51,269
11/24/1988,239.38,1279.23,1478,1833,2666.02,29340.03,285.8,269
11/25/1988,237.06,1275.41,1469.58,1794.7,2656.08,29406.65,285.16,267.23
11/28/1988,235.81,1259.13,1466.39,1781.5,2625.08,28983.32,283.27,268.64
11/29/1988,236.84,1262.55,1463.67,1786.9,2632.68,29318.3,283.1,270.9
11/30/1988,240.58,1275.99,1480.84,1792.4,2659.3,29578.9,283.64,273.7
12/01/1988,239.22,1277.98,1473.51,1778.7,2668.03,29541.46,282.92,272.49
12/02/1988,238.5,1275.78,1466.84,1765,2667.26,29532.25,282.25,271.81
12/05/1988,240.08,1282.23,1462.2,1761.6,2671.21,29614.68,281.04,274.93
12/06/1988,243.06,1287.94,1469.16,1767.4,2676.59,29669.38,281.78,277.59
12/07/1988,246.02,1299.57,1476.36,1771.7,2690.28,30050.82,282.8,278.13
12/08/1988,243.52,1296.53,1478.56,1757.9,2680.2,29758.9,284.46,276.56
12/09/1988,243.55,1301.43,1497.46,1750.7,2671.36,29793.42,284.96,277.03
12/12/1988,245.76,1292.69,1498.2,1747.9,2665.94,29672.29,282.35,276.52
12/13/1988,245.1,1290.63,1486.85,1752.6,2651.92,29597.81,284.19,276.31
12/14/1988,244.85,1286.61,1483.65,1756.1,2642.08,29754.73,284.2,275.31
12/15/1988,247.14,1285.33,1473.1,1763.2,2627.22,29705.75,284.2,274.28
12/16/1988,249.28,1296.31,1476.63,1773.7,2629.16,29536.71,284.2,276.29
12/19/1988,253.3,1315.98,1478.46,1770.5,2611.84,29470.08,284.56,278.91
12/20/1988,254.07,1333.04,1495.11,1777.4,2607.97,29567.94,285.44,277.47
12/21/1988,253.27,1321.01,1503.87,1772.6,2633.09,29698.19,285.3,277.38
12/22/1988,254.13,1324.15,1525.82,1768.7,2642.73,29774.61,285.63,276.87
12/23/1988,254.7,1328.46,1537.4,1774,2656.59,29686.26,285.63,277.87
12/26/1988,254.7,1328.46,1537.4,1774,2656.59,29868.01,285.63,277.87
12/27/1988,258.36,1340.41,1544.35,1774,2656.59,30050.93,290.76,276.83
12/28/1988,258,1333.74,1545.86,1787.7,2696.44,30159,292.43,277.08
12/29/1988,259.33,1327.87,1560.71,1803.4,2692.4,30159,292.01,279.4
12/30/1988,259.33,1327.87,1574.59,1793.1,2687.44,30159,291.03,277.72
1/02/1989,263.4,1333.52,1574.59,1793.1,2687.44,30159,291.03,277.72
1/03/1989,261.36,1359.33,1572.02,1782.8,2706.69,30159,290.59,275.31
1/04/1989,262.54,1365.08,1595.88,1793,2736.83,30243.66,290.53,279.43
1/05/1989,263.32,1370.49,1623.16,1799.5,2758.54,30183.79,291.57,280.01
1/06/1989,263.22,1359.98,1623.16,1811.3,2766.65,30209.54,293.29,280.67
1/09/1989,262.1,1366.55,1617.52,1831.5,2792.27,30678.39,293.29,280.98
1/10/1989,260.45,1345.91,1633.28,1836,2832.38,31006.51,301.02,280.38
1/11/1989,260.18,1353.42,1619.13,1834.1,2872.52,31143.45,302.18,282.01
1/12/1989,262.84,1358.74,1646.78,1850.9,2879.33,31143.45,304.36,283.17
1/13/1989,265.78,1353.25,1643.24,1862.1,2843.98,31298.38,304.4,283.87
1/16/1989,265.58,1344.11,1643.24,1871.8,2856.67,31298.38,305.74,284.14
1/17/1989,262.28,1316.66,1635.95,1867.7,2896.65,31227.52,304.96,283.55
1/18/1989,261.82,1323.68,1631.49,1892.1,2913.05,31354.55,302.44,286.53
1/19/1989,265.09,1335.15,1643.72,1910.8,2909.66,31311.4,304.31,286.9
1/20/1989,266.43,1323.14,1642.78,1917.5,2897.91,31170.38,303.71,286.63
1/23/1989,267.5,1318.21,1633.06,1924.7,2897.53,31332.88,304.18,284.5
1/24/1989,266.73,1334.18,1644.85,1941.1,2901.03,31557.68,302.29,288.49
1/25/1989,267.95,1341.05,1679.72,1939,2900.74,31567.79,305.23,289.14
1/26/1989,268.49,1329.73,1664.21,1959.8,2910.57,31511.81,306.44,291.69
1/27/1989,270.91,1343.58,1676.21,2005.9,2956.95,31646.13,307.28,293.82
1/30/1989,269.07,1328.37,1664.55,2042.9,3036.45,31567.5,310.88,294.99
1/31/1989,266.39,1312.73,1654.09,2051.8,3072.86,31581.3,310.61,297.47
2/01/1989,265.17,1300.52,1657.69,2039.7,3060.91,31360.68,310.81,297.09
2/02/1989,265.17,1319.56,1686.36,2043.4,3059.54,31498.3,310.06,296.84
2/03/1989,269.5,1326.36,1694.11,2069.9,3105.96,31685.78,312.86,296.97
2/06/1989,268.17,1345.04,1671.93,2044.3,3105.96,31828.7,312.86,296.04
2/07/1989,270.64,1344.94,1678.62,2072.8,3105.96,31880.65,312.86,299.63
2/08/1989,272.88,1359.88,1702.42,2096.2,3105.96,32065.12,315.21,298.65
2/09/1989,272.22,1347.64,1694.72,2079.1,3209.96,32078.43,315.81,296.06
2/10/1989,270.83,1353.22,1685.27,2056.1,3184.16,32131.99,317.64,292.02
2/13/1989,266.53,1333.77,1647.28,2032.7,3153.73,31985.32,314.92,292.54
2/14/1989,268.4,1331.47,1643.93,2049.1,3099.97,31982.89,310.03,291.81
2/15/1989,265.77,1317.32,1612.82,2047.5,3100.87,32149.48,310.84,294.24
2/16/1989,267.4,1317.91,1627.48,2033.8,3081.14,32083.58,312.63,294.81
2/17/1989,268.98,1315.09,1611.31,2042.9,3106.25,32173.39,312.26,296.76
2/20/1989,272.94,1319.91,1632.82,2065.8,3159.84,32177.08,312.73,296.76
2/21/1989,271.54,1307.52,1645.5,2061,3150.64,31980.08,313.14,295.98
2/22/1989,268.57,1292.17,1624.95,2033.7,3161.56,32311.93,315.76,290.91
2/23/1989,266.31,1271.7,1581.62,2016.6,3125.2,32452.49,315.64,292.05
2/24/1989,266.19,1288.04,1574.17,2019.5,3114.23,32452.49,315.2,287.13
2/27/1989,263.17,1276.8,1541.01,1996.7,3064.18,32285.77,312.09,287.82
2/28/1989,263.77,1288.66,1573.66,2002.4,3012.68,31985.6,308.63,288.86
3/01/1989,266.14,1307.25,1571.47,2021.3,3037.07,31964.3,307.14,287.11
3/02/1989,264.9,1309.27,1583.01,2039.7,3010.48,32073.73,306.92,289.95
3/03/1989,267.29,1325.82,1608.15,2059.2,3056.68,32000.1,309.25,291.18
3/06/1989,270.47,1337.66,1627.02,2072.8,3058.95,31876.86,307.52,294.81
3/07/1989,271.75,1324.06,1617.04,2083.5,3080.68,31937.94,309.76,293.87
3/08/1989,270.83,1317.77,1607.37,2083.3,3058.65,31837.66,310.06,294.08
3/09/1989,271.37,1319.42,1612.13,2075.9,3062.79,31656.45,311.87,293.93
3/10/1989,269.96,1318.51,1602.38,2085.2,3046.81,31701.78,312.23,292.88
3/13/1989,271.33,1313.55,1604.85,2103,3029.89,31552.96,313.57,295.32
3/14/1989,273.63,1329.5,1619,2125.4,3034.79,31724.35,314.88,295.14
3/15/1989,275.88,1334.75,1632.62,2121.2,3095.91,32100.48,318.15,296.67
3/16/1989,276.99,1322.45,1638.6,2112.6,3150.85,32098.24,318.15,299.44
3/17/1989,272.98,1322.69,1614.04,2073.1,3136.94,32021.01,319.7,292.69
3/20/1989,271.7,1303.36,1600.13,2053.6,3046.73,31654.8,316.18,289.92
3/21/1989,274.68,1303.28,1623.48,2072.2,3056.43,31654.8,317.64,291.33
3/22/1989,275.08,1303.67,1622.72,2048.6,3037.05,31443.24,319.79,290.49
3/23/1989,275.82,1306.77,1624.92,2057,3049.62,31588.66,319.79,288.98
3/24/1989,275.82,1306.77,1624.92,2057,3049.62,31568.52,320.23,288.98
3/27/1989,275.82,1306.77,1624.92,2057,3049.62,31512.4,322.24,290.57
3/28/1989,277.13,1306.47,1633.74,2070.5,3033.03,32306.36,322.18,291.59
3/29/1989,276.99,1309.26,1642.06,2071.7,3032.98,32737.28,323.22,292.35
3/30/1989,279.21,1315.42,1640.72,2049.4,2980.76,32826.13,322.83,292.52
3/31/1989,280.12,1322.66,1641.32,2075,3004.98,32838.68,323.23,294.87
4/03/1989,282.61,1344.35,1655.11,2079.6,2987.21,33042.07,322.63,296.39
4/04/1989,282.24,1339.79,1660.9,2082.8,2991.96,33312.25,323.49,295.31
4/05/1989,283.5,1348.81,1660.49,2078.2,2991.96,33360.79,323.18,296.24
4/06/1989,282.72,1345.5,1653.76,2052.5,3015.51,32995.78,323.25,295.29
4/07/1989,284.33,1348.02,1648.12,2045.7,3024.09,33185.05,322.69,297.16
4/10/1989,285.86,1359.22,1656.02,2025,3021.43,32999.02,323.82,297.11
4/11/1989,286.44,1369.35,1664.12,2031.3,3026,33249.58,326.65,298.49
4/12/1989,289.52,1381.66,1672.6,2033,3060.16,33256.45,331.6,298.99
4/13/1989,288.69,1387.76,1665.14,2028.7,3079.15,33063.94,335.12,296.4
4/14/1989,291.39,1384.03,1681.36,2053.6,3082.71,33150.44,336.11,301.36
4/17/1989,294.98,1394.62,1681.36,2054.7,3133.98,33308.33,338.34,301.72
4/18/1989,297.83,1394.14,1701.04,2074.4,3135.43,33321.66,337.58,306.02
4/19/1989,296.18,1388.58,1704.81,2087,3164.09,33363.83,338.2,307.15
4/20/1989,292.91,1389.91,1703.3,2064.4,3139.68,33185.15,338.64,306.19
4/21/1989,298.14,1376.21,1700.09,2061,3109.23,33029.81,337.07,309.61
4/24/1989,297.46,1368.38,1698.84,2062,3095.99,32805.92,338.03,308.69
4/25/1989,298.8,1372.42,1688.37,2071.2,3118.73,33244.78,337.46,306.75
4/26/1989,298.22,1373.04,1688.37,2093.4,3118.67,33434.93,339.15,306.93
4/27/1989,301.25,1369.57,1673.18,2115.7,3077.26,33500.83,339.32,309.58
4/28/1989,302.32,1370.9,1680.53,2118,3116.03,33713.85,340.25,309.64
5/01/1989,291.64,1370.9,1680.53,2118,3123.87,33793.17,340.25,309.12
5/02/1989,296.82,1362.54,1679.85,2103.1,3156.37,33954.99,342.89,308.12
5/03/1989,294.94,1368.6,1668.48,2105.7,3155.22,33954.99,346.93,308.16
5/04/1989,294.94,1368.6,1668.48,2119,3221.12,33954.99,348.2,307.77
5/05/1989,299.86,1380.46,1676.79,2132.8,3262.86,33954.99,348.83,307.61
5/08/1989,298.08,1380.07,1676.79,2119.6,3268.54,34135.24,348.83,306
5/09/1989,297.66,1366.22,1672.61,2125.1,3262.25,34031.87,349.37,305.19
5/10/1989,294.1,1365.78,1661.54,2117,3280.98,33992.35,348.65,305.8
5/11/1989,290.08,1358.79,1655.74,2110.6,3285.1,34081.49,348.36,306.95
5/12/1989,292.7,1347.84,1674.41,2135.7,3278.43,33866.33,347.79,313.84
5/15/1989,292.7,1347.84,1674.41,2149.9,3309.64,33716.29,350.94,316.16
5/16/1989,290.7,1339.75,1664.88,2136.7,3289.5,33926.45,352.59,315.28
5/17/1989,287.57,1345.64,1654.6,2155.8,3246.41,33992.45,350.73,317.48
5/18/1989,290.06,1343.98,1655.77,2177.3,3277.66,33856.33,350.58,317.97
5/19/1989,290.98,1350.41,1674.77,2204.7,3145.63,34000.98,350.58,321.24
5/22/1989,290.05,1345.1,1676.85,2169,2806.57,34067.86,345.89,321.98
5/23/1989,289.68,1352.56,1677.19,2151.6,3067.65,33816.61,346.61,318.32
5/24/1989,291.98,1372.09,1686.86,2132.7,3008.73,33851.82,342.4,319.14
5/25/1989,295.13,1372.09,1713.15,2136.6,2752.51,34005.39,336.82,319.17
5/26/1989,295.26,1375.94,1720.92,2140.3,2765.67,34191.62,340.16,321.59
5/29/1989,296.07,1385.57,1719.13,2140.3,2845.01,34160.83,340.16,321.59
5/30/1989,297.28,1403.17,1720.47,2130,2805.46,34076.89,338.83,319.05
5/31/1989,296.51,1407.29,1727.52,2114.4,2743.87,34266.75,341.77,320.52
6/01/1989,299.25,1413,1736.72,2103.4,2689.98,33981.35,346.29,321.97
6/02/1989,299.25,1419.71,1764.35,2102.6,2675.38,33667.42,348.67,325.52
6/05/1989,303.5,1419.13,1764.63,2088.5,2293.61,33457.08,340.83,322.03
6/06/1989,303.83,1413.78,1755.56,2107.4,2149.71,33452.01,332.79,324.24
6/07/1989,304.98,1432.66,1755.16,2117.9,2224.66,33626.89,332.79,326.95
6/08/1989,304.98,1438.73,1760.73,2143.4,2224.66,33718.29,326.1,326.75
6/09/1989,306.69,1438.73,1758.3,2142.1,2268.38,33639.98,333.23,326.69
6/12/1989,306.69,1436.67,1751.04,2138.3,2440.21,33398.01,341.6,326.24
6/13/1989,305.59,1429.11,1749.81,2123,2355.19,33213.55,341.69,323.91
6/14/1989,308.8,1433.43,1745.65,2133.6,2380.48,33402.99,343.95,323.83
6/15/1989,309.75,1426.26,1739.74,2129.6,2340.02,32913.09,341.77,320.08
6/16/1989,311.51,1426.54,1722.28,2143.9,2342.41,33055.17,343.81,321.35
6/19/1989,315.11,1456.99,1718.74,2154.7,2342.41,33013.18,345.11,321.89
6/20/1989,315.45,1472.11,1739.56,2164.8,2337.71,33233.47,345.46,321.25
6/21/1989,316.47,1474.61,1737.59,2172.2,2272.5,33345.28,345.42,320.48
6/22/1989,315.29,1483.83,1760.55,2180,2231.82,33324.97,343.53,322.32
6/23/1989,315.16,1491.2,1760.36,2167.5,2219,33530.71,343.16,328
6/26/1989,313.25,1487.75,1761.6,2179.6,2266.57,33625.82,342.38,326.6
6/27/1989,313.81,1477.89,1761.6,2206.4,2232.65,33469.21,344.31,328.44
6/28/1989,313.27,1491.39,1750.47,2209.4,2245.05,33245.6,346.99,325.81
6/29/1989,308.64,1491.93,1731.99,2182,2275.32,32956.31,348.29,319.68
6/30/1989,307.16,1473.72,1727.86,2151,2273.91,32948.69,346.84,317.98
7/03/1989,308.46,1492.33,1736.18,2165.6,2270.81,33236.42,346.18,319.23
7/04/1989,308.73,1505.67,1741.09,2174.4,2316.74,33190.38,345.97,319.23
7/05/1989,305.2,1507.67,1734.01,2162.9,2350.67,33309.71,346.36,320.64
7/06/1989,307.93,1493.29,1734.78,2161.2,2369.53,33423.48,349.62,321.55
7/07/1989,307.93,1510.63,1727.79,2189.1,2375.94,33703.97,352.54,324.91
7/10/1989,307.93,1512.78,1728.31,2195.2,2439.2,33676.02,355.69,327.07
7/11/1989,307.93,1508.49,1752.69,2250.9,2485.85,33746.77,356.66,328.78
7/12/1989,308.24,1503.93,1748.23,2256.7,2477.51,33701.52,358.95,329.81
7/13/1989,311.02,1516.54,1755.48,2258,2498.21,33631.16,358.95,329.95
7/14/1989,312.76,1530.46,1755.48,2273.7,2516.11,33574.77,361.65,331.84
7/17/1989,313.15,1522.99,1762.45,2274.9,2502.64,33456.22,360.31,332.44
7/18/1989,311.11,1520.65,1757.17,2273.1,2505.48,33343.73,361.18,331.35
7/19/1989,313.71,1540.4,1764.63,2292.5,2547.1,33557.17,362.58,335.73
7/20/1989,315.77,1550.82,1773.73,2292.3,2543.08,33664.87,361.7,333.51
7/21/1989,316.4,1555.4,1782.02,2283,2495.74,33899.43,360.17,335.9
7/24/1989,314.72,1543.3,1785.48,2259.1,2482.54,34093.33,360.94,333.67
7/25/1989,316.37,1555.83,1791.15,2269.4,2517.02,34538.9,363.14,333.88
7/26/1989,315.73,1568.52,1791.83,2264.5,2489.03,34545.83,362,338.05
7/27/1989,317.79,1567.05,1815.85,2283.7,2493.71,34785.28,361.59,341.99
7/28/1989,316.92,1553.27,1824.24,2306,2526.75,34705.63,362.38,342.15
7/31/1989,317.13,1554.16,1814.19,2297,2571.08,34953.87,363.09,346.08
8/01/1989,319.07,1578.91,1829.63,2292.3,2578.96,34898.46,361.89,343.75
8/02/1989,320.78,1587.35,1828.64,2307.8,2582.83,34899.34,361.65,344.34
8/03/1989,320.81,1574.88,1828.13,2306.3,2634.58,34779.81,361.22,344.74
8/04/1989,322.43,1590.3,1816.92,2327.5,2579.07,34741.99,357.79,343.92
8/07/1989,324.63,1592.03,1804.69,2341.5,2563.77,34630.38,359.45,349.41
8/08/1989,327.61,1603.59,1817.8,2348.1,2607.94,34759.48,361.95,349.35
8/09/1989,327.8,1608.71,1820.85,2360.4,2627.31,34859.27,361.95,346.94
8/10/1989,324.99,1609.93,1818.46,2347.3,2608.68,34719.8,365.3,348.25
8/11/1989,327.19,1608.6,1828.31,2354.2,2613.39,34712.96,365.79,344.74
8/14/1989,324.64,1584.37,1828.31,2325.9,2640.39,34671.62,367.06,343.06
8/15/1989,325.25,1573.65,1828.31,2326.2,2638.19,34810.69,365.42,344.71
8/16/1989,328.14,1581.04,1828.12,2345.8,2635.9,35084.15,365.24,345.66
8/17/1989,328.43,1576.16,1825.86,2360,2616.98,35090.11,365.08,344.45
8/18/1989,327.87,1575.77,1814.68,2375.1,2573.16,35063.14,363.67,346.03
8/21/1989,327.51,1603.01,1815.5,2374.7,2528.75,35140.83,364.37,340.67
8/22/1989,324.66,1600.62,1808.49,2370.8,2543.56,35114.35,362.45,341.19
8/23/1989,319.62,1586.48,1817,2382.4,2521.39,34893.28,361.61,344.7
8/24/1989,321.14,1592.04,1845.53,2393.1,2499.08,34786.55,357.38,351.52
8/25/1989,319.71,1604.38,1864.86,2397.4,2516.78,34739.93,358.2,350.52
8/28/1989,310.06,1595.87,1853.98,2397.4,2516.78,34607.41,356.37,352.09
8/29/1989,309.54,1597.24,1855.1,2380.8,2487.97,34687.65,355.82,349.84
8/30/1989,312.41,1585.98,1859.71,2381.3,2505.4,34471.66,357.79,350.65
8/31/1989,313.78,1597.85,1875.82,2387.9,2508.57,34431.2,358.53,351.45
9/01/1989,312.11,1608.33,1885.2,2407.5,2508.91,34348.22,359.7,353.73
9/04/1989,310.78,1623.98,1885.2,2419.2,2550.25,34483.78,363.28,353.73
9/05/1989,315.03,1637.47,1885.2,2426,2572.41,34441.95,365.04,352.56
9/06/1989,316.55,1633.55,1892.04,2390.8,2577.62,34271.31,366.94,349.24
9/07/1989,320.95,1641.19,1909.8,2415.9,2583.16,34152.56,368.77,348.35
9/08/1989,321.68,1657.61,1909.34,2423.9,2620.63,34115.81,371.08,348.76
9/11/1989,317.83,1641.93,1901.46,2400.6,2614.6,34113.66,369.91,347.66
9/12/1989,317.85,1625.9,1899.72,2397.6,2610.15,34332.88,369.15,348.7
9/13/1989,316.75,1609.66,1901.64,2401.5,2592.14,34286.94,370.08,345.46
9/14/1989,316.18,1612.29,1889.62,2382,2612.82,34401.88,367.57,343.16
9/15/1989,316.14,1595.31,1892.17,2366.5,2612.82,34401.88,368.03,345.06
9/18/1989,318.01,1605.11,1892.71,2373.8,2648.21,34472.54,367.44,346.73
9/19/1989,319.63,1614.16,1894.44,2361.5,2628.3,34471.07,366.97,346.55
9/20/1989,319.97,1612.87,1893.3,2369.8,2631.2,34470.58,365.35,346.47
9/21/1989,320.06,1611.42,1914.05,2380.9,2665.75,34745.02,368.71,345.7
9/22/1989,320.06,1628.8,1916.76,2370.2,2706.36,34771.79,367.99,347.05
9/25/1989,319.12,1635.93,1906.46,2359.6,2738.7,34960.71,365.85,344.23
9/26/1989,316.7,1609.03,1919.6,2336.1,2725.41,35444.82,365.64,344.33
9/27/1989,313.61,1591.65,1930.61,2331.2,2712.57,35370.57,364.35,345.1
9/28/1989,313.37,1585.75,1932.28,2291.7,2755.32,35689.98,364.17,348.6
9/29/1989,313.14,1574.37,1906.12,2299.4,2758.25,35636.76,364.44,349.15
10/02/1989,310.6,1577.8,1876.21,2289.2,2746.7,35622.97,363.1,350.87
10/03/1989,315.06,1602.4,1902.72,2318.6,2786.65,35366.37,365.39,354.71
10/04/1989,316.96,1613.27,1909.04,2312.1,2794.39,35382.8,370.07,356.94
10/05/1989,314.99,1616.21,1918.41,2281.6,2803.17,35522.99,369.52,356.97
10/06/1989,317.12,1624.86,1942.42,2277.5,2826.21,35209.35,371.09,358.78
10/09/1989,316.8,1639.55,1942.5,2247,2826.21,35376.35,372.93,359.8
10/10/1989,316.78,1636.41,1961.74,2218.8,2844.04,35376.35,373.22,359.13
10/11/1989,312.51,1604.5,1927.95,2218.8,2807.78,35240.07,374.64,356.99
10/12/1989,309.5,1612.78,1932.8,2237.8,2793.45,34795.34,374.94,355.39
10/13/1989,308.76,1589.34,1931.27,2233.9,2782.3,35116.02,374.84,333.63
10/16/1989,288.48,1385.72,1809.81,2163.4,2601.7,34468.69,341.2,342.85
10/17/1989,291.9,1475.44,1805.69,2135.5,2695.9,34996.08,355.42,341.16
10/18/1989,296.28,1491.14,1828.13,2170.1,2628.55,35107.56,347.46,341.76
10/19/1989,302.54,1526.6,1875.05,2189.3,2663.37,35374.22,354.14,347.13
10/20/1989,299.63,1524.21,1864.32,2179.1,2703.95,35486.38,355.98,347.16
10/23/1989,302.34,1523.22,1870.47,2189.7,2732.17,35585.52,360.46,344.83
10/24/1989,292.35,1507.37,1832.88,2149.3,2731.97,35526.55,359.8,343.7
10/25/1989,293.32,1481.08,1826.81,2161.9,2706.6,35442.4,353.75,342.5
10/26/1989,290.72,1482.62,1815.9,2129.4,2691.18,35678.49,352.05,337.93
10/27/1989,284.49,1462.93,1768.27,2082.1,2667.99,35527.29,349.36,335.06
10/30/1989,288.51,1466.29,1804.99,2112.2,2680.3,35417.44,344.36,335.07
10/31/1989,290.2,1472.76,1819.51,2142.6,2725.29,35549.44,349.23,340.36
11/01/1989,291.64,1476.19,1819.51,2160.1,2721.68,35564.43,350.68,341.2
11/02/1989,286.04,1460.01,1820.58,2154.1,2711.86,35494.86,350.13,338.48
11/03/1989,282.97,1449.9,1808.04,2173.1,2739.79,35494.86,348.13,337.62
11/06/1989,280.45,1454.38,1782.92,2169.6,2756.12,35434,345.62,332.61
11/07/1989,279.52,1428.07,1770.97,2178.2,2738.09,35270.46,364.14,334.81
11/08/1989,286.2,1441.79,1784.57,2203.8,2731.07,35595.59,347.95,338.15
11/09/1989,285.62,1462.96,1801.09,2201.7,2781.44,35657.42,349.58,336.57
11/10/1989,285.32,1496.69,1820.33,2216.7,2776.86,35663.2,351.19,339.1
11/13/1989,286.45,1530.96,1819.51,2213.2,2766.33,35750.12,351.73,339.55
11/14/1989,284.91,1503.85,1814.52,2214.7,2779.58,35768.64,351.34,337.99
11/15/1989,284.32,1498.06,1816.63,2203.4,2793.4,35852.23,351.97,340.54
11/16/1989,286.96,1529.58,1830.01,2209.8,2789.51,35876.34,350.98,340.58
11/17/1989,286.29,1531.52,1837.66,2221.4,2804.29,35963.74,351.64,341.61
11/20/1989,285.03,1532.7,1834.5,2183.1,2820.28,35893.58,353.46,339.35
11/21/1989,282.32,1514.09,1825.21,2185.1,2817.19,36059.87,354.83,339.59
11/22/1989,285.27,1514.09,1837.19,2192.3,2812.02,36286.92,357.72,341.91
11/23/1989,288.28,1534.68,1843.56,2220.5,2800.79,36286.92,360.44,341.91
11/24/1989,290.51,1555.48,1858.09,2222.4,2808.53,36484.47,362.1,343.97
11/27/1989,292.1,1554.37,1863.81,2224.3,2777.1,36881.53,363.74,345.61
11/28/1989,291.26,1550.4,1860.02,2242,2760.08,36985.3,365.1,345.77
11/29/1989,291.98,1562.27,1872.3,2255.6,2751.48,37021.46,366.88,343.6
11/30/1989,293.83,1577.43,1890.43,2276.8,2748.35,37268.79,367.41,345.99
12/01/1989,296.88,1612.44,1919.72,2311.1,2756.9,37132.68,367.35,350.63
12/04/1989,300.73,1634.31,1939.09,2303.4,2767.46,37303.87,368.88,351.41
12/05/1989,301.18,1626.61,1939.26,2327.5,2764.44,37494.17,370.86,349.58
12/06/1989,299.54,1658.35,1960.29,2353.7,2756.39,37654.29,373.42,348.55
12/07/1989,300.3,1664.08,1965.63,2346.7,2770,37858.11,374.23,347.59
12/08/1989,300.99,1650.79,1965.63,2363.5,2754.11,37724.06,374.81,348.69
12/11/1989,299.84,1653.72,1971.09,2351.4,2763.33,37752.67,375.82,348.56
12/12/1989,296.59,1653.07,1972.01,2363.5,2809.58,37803.53,377.48,351.73
12/13/1989,294.26,1638.54,1960.42,2386.2,2851.84,38062.42,379.51,352.75
12/14/1989,292.76,1623.54,1954.62,2367,2876.75,38180.7,380.5,350.93
12/15/1989,290.76,1627.43,1949.42,2344.7,2896.57,38271.04,379.17,350.14
12/18/1989,291.3,1634.57,1945.74,2358.5,2900.21,38586.18,378.34,343.69
12/19/1989,289.32,1647.5,1932.02,2342.1,2879.42,38439.1,376.06,342.46
12/20/1989,292.61,1675.01,1951.31,2360.7,2868.49,38512,379.32,342.84
