Rain Flow
0.25 4.048
0.4 4.032
0.3 4.048
0.4 4.08
0.55 4.113
0.3 4.194
0.25 4.293
0.4 4.36
0.05 4.394
0.15 4.394
0.15 4.411
0.2 4.36
0.1 4.343
0.1 4.31
0.1 4.293
0 4.26
0 4.227
0 4.178
0 4.113
0 4.048
0 3.984
0.05 3.921
0 3.874
0 3.827
0 3.781
0 3.75
0 3.659
0 3.614
0 3.57
0 3.525
0 3.496
0 3.452
0 3.438
0 3.423
0 3.394
0 3.351
0 3.309
0 3.28
0 3.252
0 3.224
0 3.21
0 3.183
0 3.169
0.05 3.141
0 3.128
0 3.114
0 3.087
0 3.073
0 3.06
0 3.046
0 3.006
0 2.98
0 2.953
0 2.927
0 2.901
0 2.888
0 2.862
0 2.85
0 2.834
0 2.819
0 2.788
0 2.757
0 2.741
0 2.711
0 2.696
0 2.681
0 2.636
0 2.621
0 2.592
0 2.562
0 2.548
0 2.519
0 2.49
0 2.476
0 2.448
0 2.419
0 2.391
0 2.378
0 2.364
0 2.35
0 2.336
0 2.309
0 2.295
0 2.282
0 2.269
0 2.255
0 2.229
0 2.215
0 2.189
0 2.176
0 2.163
0 2.15
0 2.137
0 2.124
0 2.111
0 2.099
0 2.086
0 2.061
0 2.048
0 2.048
0 2.036
0 2.023
0 2.023
0 2.011
0 1.999
0 1.974
0 1.95
0 1.938
0 1.914
0 1.902
0 1.89
0.04 1.878
0.04 1.867
0 1.867
0 1.855
0 1.843
0 1.832
0 1.82
0 1.809
0 1.797
0 1.786
0 1.774
0 1.763
0 1.752
0 1.741
0 1.741
0 1.73
0 1.73
0 1.718
0 1.707
0 1.685
0 1.674
0 1.664
0 1.653
0.08 1.642
0 1.642
0.12 1.631
0.08 1.631
0.4 1.621
0.24 1.621
0.16 1.621
0 1.621
0 1.631
0.04 1.631
0.08 1.631
0.16 1.621
0.2 1.61
0.04 1.61
0 1.599
0 1.599
0 1.589
0 1.589
0 1.578
0 1.558
0 1.547
0.04 1.537
0 1.527
0 1.517
0 1.517
0 1.506
0 1.496
0 1.486
0 1.476
0 1.476
0 1.466
0 1.466
0 1.456
0 1.447
0.04 1.437
0 1.417
0 1.408
0 1.408
0 1.398
0 1.398
0 1.388
0 1.379
0 1.369
0 1.36
0 1.35
0 1.35
0 1.341
0 1.332
0 1.332
0 1.322
0 1.313
0 1.304
0 1.304
0 1.295
0 1.286
0 1.286
0.04 1.277
0 1.277
0 1.268
0 1.268
0 1.259
0 1.259
0 1.25
0 1.25
0 1.241
0 1.232
0 1.232
0 1.223
0 1.223
0 1.215
0 1.215
0 1.206
0 1.189
0 1.18
0 1.171
0 1.163
0 1.155
0 1.155
0 1.146
0 1.138
0 1.138
0 1.129
0 1.129
0 1.121
0 1.121
0 1.113
0 1.105
0 1.105
0 1.097
0 1.097
0 1.088
0 1.088
0 1.08
0 1.072
0 1.072
0 1.064
0 1.056
0 1.048
0 1.041
0 1.041
0 1.041
0 1.033
0 1.033
0 1.033
0 1.025
0 1.025
0 1.025
0 1.017
0 1.017
0 1.017
0 1.01
0 1.01
0 1.002
0 1.002
0 1.002
0 0.994
0 0.979
0 0.972
0 0.972
0 0.964
0 0.964
0 0.964
0 0.957
0 0.957
0 0.949
0 0.949
0 0.95
0 0.94
0 0.94
0 0.94
0 0.935
0 0.927
0 0.927
0 0.927
0 0.92
0 0.92
0 0.913
0 0.913
0 0.906
0 0.906
0 0.906
0 0.899
0 0.892
0 0.892
0 0.885
0 0.885
0 0.885
0 0.878
0 0.878
0 0.878
0 0.871
0 0.871
0 0.864
0 0.864
0 0.864
0 0.857
0 0.857
0 0.857
0 0.857
0 0.857
0 0.85
0 0.85
0 0.85
0 0.85
0 0.843
0 0.843
0 0.843
0 0.843
0 0.843
0 0.836
0 0.836
0 0.836
0 0.836
0 0.83
0 0.83
0 0.83
0 0.83
0 0.823
0 0.823
0 0.823
0 0.823
0 0.816
0 0.816
0 0.816
0 0.816
0.04 0.81
0.04 0.81
0 0.81
0 0.81
0 0.81
0 0.81
0 0.803
0 0.803
0 0.803
0 0.803
0 0.803
0 0.797
0 0.797
0 0.797
0 0.79
0 0.79
0 0.79
0 0.79
0 0.784
0 0.784
0 0.784
0 0.777
0 0.777
0 0.777
0 0.777
0 0.771
0 0.771
0 0.771
0 0.771
0 0.764
0 0.764
0 0.764
0 0.764
0 0.758
0 0.758
0 0.758
0 0.758
0 0.758
0 0.752
0 0.752
0 0.752
0 0.752
0 0.745
0 0.745
0 0.745
0 0.745
0.08 0.739
0 0.739
0.04 0.739
0 0.739
0 0.739
0 0.739
0 0.739
0 0.739
0 0.733
0 0.733
0 0.733
0 0.733
0 0.733
0 0.733
0 0.727
0 0.727
0 0.727
0 0.721
0 0.721
0 0.721
0 0.721
0 0.721
0.04 0.715
0 0.715
0 0.715
0 0.715
0 0.709
0 0.709
0 0.709
0 0.709
0 0.703
0 0.703
0 0.703
0 0.703
0 0.703
0 0.697
0 0.697
0 0.697
0 0.697
0 0.691
0 0.691
0 0.691
0 0.691
0 0.691
0 0.691
0 0.685
0 0.685
0 0.685
0 0.685
0 0.685
0 0.679
0 0.679
0 0.673
0 0.673
0 0.673
0 0.667
0 0.662
0 0.662
0 0.656
0 0.656
0 0.656
0 0.656
0 0.65
0 0.65
0 0.65
0 0.644
0 0.644
0 0.644
0 0.639
0 0.639
0 0.639
0 0.639
0 0.633
0 0.633
0 0.633
0 0.633
0 0.628
0 0.628
0 0.628
0 0.628
0 0.622
0 0.622
0 0.622
0 0.622
0 0.617
0 0.617
0 0.617
0 0.617
0 0.611
0 0.611
0 0.611
0 0.611
0 0.611
0 0.606
0 0.606
0 0.606
0 0.606
0 0.6
0 0.6
0 0.6
0 0.6
0 0.595
0 0.595
0 0.595
0 0.595
0 0.595
0.32 0.595
0.12 0.595
0.16 0.595
0.32 0.595
0.24 0.6
0.64 0.606
0.36 0.611
0.12 0.617
0 0.628
0 0.644
0 0.656
0 0.662
0 0.667
0 0.667
0 0.667
0 0.662
0 0.65
0 0.644
0 0.639
0 0.633
0 0.622
0 0.617
0 0.611
0 0.611
0 0.606
0 0.6
0 0.6
0 0.595
0 0.595
0 0.59
0 0.59
0 0.584
0 0.584
0 0.584
0 0.579
0 0.579
0 0.579
0 0.574
0 0.574
0 0.574
0 0.574
0 0.574
0.04 0.569
0 0.569
0.04 0.569
0.04 0.569
0.12 0.569
0.04 0.569
0 0.569
0.04 0.569
0.08 0.569
0.04 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.569
0 0.564
0 0.564
0 0.564
0 0.564
0 0.558
0 0.558
0.04 0.558
0.12 0.558
0.04 0.558
0.04 0.558
0 0.558
0 0.558
0.2 0.558
0.2 0.558
0.16 0.550.16 0.558
0.08 0.558
0.08 0.558
0.04 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.564
0 0.558
0 0.558
0 0.558
0 0.558
0 0.558
0 0.553
0 0.553
0 0.553
0 0.553
0 0.553
0 0.553
0 0.548
0 0.548
0 0.548
0 0.548
0 0.543
0 0.543
0 0.538
0 0.538
0 0.538
0 0.533
0 0.533
0 0.533
0 0.528
0 0.528
0 0.528
0.2 0.528
0.24 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0.04 0.528
0.2 0.528
0.04 0.528
0.08 0.528
0 0.528
0 0.528
0 0.528
0 0.523
0 0.523
0 0.523
0 0.523
0 0.518
0 0.518
0 0.518
0 0.514
0 0.514
0 0.514
0 0.514
0 0.509
0 0.509
0 0.509
0 0.509
0.08 0.509
0.08 0.509
0.04 0.509
0.04 0.504
0 0.504
0 0.504
0.24 0.504
0.24 0.504
0.04 0.504
0 0.504
0.24 0.504
0.6 0.509
0.48 0.518
0.48 0.528
0.36 0.538
0.16 0.558
0.2 0.579
0 0.6
0 0.617
0 0.628
0 0.639
0 0.65
0 0.65
0 0.65
0 0.639
0 0.633
0 0.622
0 0.617
0 0.611
0 0.6
0 0.595
0 0.59
0 0.584
0.04 0.584
0 0.579
0 0.574
0 0.569
0 0.569
0 0.569
0 0.564
0.08 0.564
0.76 0.564
1.12 0.574
0.24 0.584
0.04 0.6
0 0.622
0 0.639
0.08 0.65
0.04 0.65
0 0.656
0 0.656
0.04 0.656
0.04 0.656
0.16 0.65
0.16 0.644
0 0.639
0.08 0.639
0 0.639
0.04 0.633
0 0.633
0 0.628
0.04 0.628
0.08 0.628
0.04 0.622
0.04 0.622
0 0.617
0.04 0.617
0.64 0.617
0.92 0.622
0.24 0.628
0.08 0.639
0.08 0.656
0.08 0.673
0.04 0.691
0.16 0.703
0.04 0.715
0.08 0.721
0 0.727
0 0.727
0 0.727
0 0.727
0.04 0.721
0.04 0.721
0.04 0.715
0 0.709
0 0.703
0 0.697
0 0.697
0 0.691
0 0.691
0 0.679
0 0.673
0 0.673
0 0.662
0 0.656
0 0.65
0 0.644
0 0.639
0.04 0.639
0 0.633
0 0.628
0 0.622
0 0.622
0 0.617
0 0.611
0 0.611
0 0.606
0 0.606
0 0.6
0 0.6
0 0.595
0 0.595
0 0.59
0 0.59
0 0.59
0.08 0.584
0.04 0.584
0 0.584
0 0.579
0 0.579
0 0.574
0 0.574
0 0.574
0 0.574
0 0.569
0 0.569
0 0.569
0 0.564
0 0.564
0 0.564
0 0.558
0 0.558
0 0.558
0 0.558
0 0.558
0 0.558
0 0.558
0 0.558
0 0.553
0 0.553
0 0.553
0 0.553
0 0.553
0 0.553
0 0.553
0 0.553
0 0.548
0 0.548
0 0.548
0 0.548
0 0.548
0 0.548
0 0.543
0 0.543
0 0.543
0 0.543
0 0.538
0 0.538
0 0.538
0 0.538
0 0.538
0 0.538
0 0.533
0 0.533
0.03 0.533
0 0.533
0 0.533
0 0.533
0 0.533
0.03 0.533
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.528
0 0.523
0 0.523
0 0.523
0 0.523
0 0.523
0 0.523
0.03 0.523
0 0.523
0 0.523
0 0.518
0 0.518
0 0.518
0 0.518
0 0.518
0 0.518
0 0.518
0 0.518
0 0.518
0.03 0.514
0 0.514
0 0.514
0.03 0.514
0 0.514
0 0.514
0 0.514
0 0.514
0 0.514
0 0.514
0 0.514
0 0.509
0 0.509
0 0.509
0.03 0.509
0.03 0.509
0 0.509
0 0.509
0 0.509
0 0.509
0 0.509
0 0.509
0.03 0.509
0 0.509
0 0.509
0 0.509
0 0.504
0 0.504
0 0.504
0 0.504
0 0.504
0 0.504
0 0.504
0 0.504
0 0.499
0 0.499
0 0.499
0 0.499
0 0.499
0 0.499
0 0.499
0.03 0.499
0.07 0.499
0 0.499
0.03 0.499
0 0.499
0.03 0.499
0 0.499
0 0.499
0 0.499
0 0.499
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.495
0 0.49
0 0.49
0 0.49
0 0.49
0 0.49
0 0.49
0 0.49
